item_id,ResponseId,timepoint,post_text,v1_score,n_raters_ok,claude_stance_score,claude_stance_category,claude_response_type,claude_focal_relevance,claude_sarcasm_or_irony,claude_confidence,claude_evidence_quote,claude_rationale,gpt_stance_score,gpt_stance_category,gpt_response_type,gpt_focal_relevance,gpt_sarcasm_or_irony,gpt_confidence,gpt_evidence_quote,gpt_rationale,gemini_stance_score,gemini_stance_category,gemini_response_type,gemini_focal_relevance,gemini_sarcasm_or_irony,gemini_confidence,gemini_evidence_quote,gemini_rationale,grok_stance_score,grok_stance_category,grok_response_type,grok_focal_relevance,grok_sarcasm_or_irony,grok_confidence,grok_evidence_quote,grok_rationale,deepseek_stance_score,deepseek_stance_category,deepseek_response_type,deepseek_focal_relevance,deepseek_sarcasm_or_irony,deepseek_confidence,deepseek_evidence_quote,deepseek_rationale,consensus_applicable,consensus_score,consensus_category,consensus_response_type,consensus_focal_relevance,score_sd,dispersion_flag,n_scored,n_not_applicable
R_5TSII286mss3yU4::pre,R_5TSII286mss3yU4,pre,"If there was no God which you may or may not believe, How do you explain aliens so one had to make them along with the rest of the universe.",,5,30,leans_against,question_raising,focal_claim,False,0.65,If there was no God...How do you explain aliens so one had to make them along with the rest of the universe.,"The question implies that aliens require a creator, undermining the 'no God' part of the focal claim. It suggests God's existence is needed to explain aliens, leaning against the focal claim.",30,leans_against,mixed_assertion_question,focal_claim,False,0.72,If there was no God... How do you explain aliens so one had to make them along with the rest of the universe.,"The post treats aliens as real and argues that their existence would require a creator, implicitly pushing back on the focal claim’s “there is no God” component rather than endorsing it.",15,argues_against,mixed_assertion_question,focal_claim,False,0.9,How do you explain aliens so one had to make them along with the rest of the universe.,"The post argues against the focal claim by asserting that the existence of aliens requires a creator, contradicting the 'there is no God' component.",30,leans_against,question_raising,focal_claim,False,0.75,How do you explain aliens so one had to make them along with the rest of the universe.,"Rhetorical question implies aliens require a creator, challenging the 'no God' half of the focal claim while accepting aliens exist.",70,leans_for,mixed_assertion_question,focal_claim,False,0.8,If there was no God... How do you explain aliens so one had to make them,"The post presents a premise-accepting question that frames the absence of God as a given and then asks how aliens could exist without a creator, implying that aliens' existence supports the need for a creator. This leans toward endorsing the focal claim's implication that aliens exist and are evidence against a godless universe.",True,30,leans_against,mixed_assertion_question,focal_claim,20.62,True,5,0
R_5dRNYHa1P1C6D7O::pre,R_5dRNYHa1P1C6D7O,pre,I believe Trump is on the Epstein files because a witness said he was,,5,85,argues_for,assertion,focal_claim,False,0.95,I believe Trump is on the Epstein files because a witness said he was,"Direct assertion of belief in the focal claim, citing witness testimony as justification. No hedging or doubt expressed; straightforwardly argues the claim is true.",90,argues_for,assertion,focal_claim,False,0.93,I believe Trump is on the Epstein files because a witness said he was,"The post directly states belief that Trump is listed on the Epstein files and cites a witness as supporting evidence, presenting the focal claim as true rather than raising doubts or questions.",95,argues_for,assertion,focal_claim,False,1.0,I believe Trump is on the Epstein files because a witness said he was,"The post explicitly asserts belief in the focal claim, directly citing the witness as the reason for this belief.",90,argues_for,assertion,focal_claim,False,0.9,I believe Trump is on the Epstein files because a witness said he was,Direct first-person endorsement of the exact focal claim citing the witness.,90,argues_for,assertion,focal_claim,False,0.95,I believe Trump is on the Epstein files because a witness said he was,"The post directly asserts the focal claim is true, stating belief and citing the witness as the reason.",True,90,argues_for,assertion,focal_claim,3.54,False,5,0
R_5j6qke67ljbB5rb::pre,R_5j6qke67ljbB5rb,pre,"It is impossible to stop questioning the Apollo moon landings, but fabricating moon samples from so many years ago would be an extremely difficult task.",,5,48,mixed_both_sides,mixed_assertion_question,focal_claim,False,0.72,"impossible to stop questioning the Apollo moon landings, but fabricating moon samples from so many years ago would be an extremely difficult task","Post acknowledges persistent doubt ('impossible to stop questioning') but counters with a practical argument against the hoax (fabricating moon samples would be very difficult), yielding a balanced net impression.",35,leans_against,mixed_assertion_question,focal_claim,False,0.72,"""fabricating moon samples from so many years ago would be an extremely difficult task""","The post invites skepticism by saying it’s hard to stop questioning the landings, but it highlights a practical obstacle to a hoax (faking old moon samples), implying the staging claim is unlikely overall.",50,mixed_both_sides,assertion,focal_claim,False,0.9,"impossible to stop questioning the Apollo moon landings, but fabricating moon samples... would be an extremely difficult task.",The post presents a balance between ongoing doubts about the landings and the logistical improbability of faking the moon rocks.,30,leans_against,assertion,focal_claim,False,0.8,fabricating moon samples from so many years ago would be an extremely difficult task,"Acknowledges persistent questioning but emphasizes practical difficulty of faking samples, implying the hoax is unlikely.",50,mixed_both_sides,mixed_assertion_question,focal_claim,False,0.8,"impossible to stop questioning the Apollo moon landings, but fabricating moon samples would be extremely difficult","The post presents two sides: a premise-accepting statement that questions about the landings are persistent (suggesting doubt), and a counterpoint that fabricating evidence would be very hard (suggesting skepticism of the hoax). The net impression is balanced.",True,48,mixed_both_sides,mixed_assertion_question,focal_claim,9.42,False,5,0
R_5jlGToiMB4luS5P::pre,R_5jlGToiMB4luS5P,pre,"Ok I need some answers. Calling all conspiracy theorists. I need Vice to cover this in Depth until i can get that who has info regarding the Marilyn Monroe JFK murder or overdose Conspiracy Theory I want someone who's thoroughly researched this preferably a Boomer who was alive at the time and heard all the conflicting info as it unfolded. I think the changes in times and what's acceptable today and social norms and the internet affect younger people from understanding it and base their info off basic limited information that's all about the same few generic allegations an affair or knowledge of something they didn't want leaked. I want all the details ask your parents. Ask your grandparents I need a deep dive into the past. My delorian is out of Plutonium the Albanians are off the table so until the Iran war crisis is calmed down and the tariffs to ship it aren't sky high I'm Fk'd. So I need old info from an old wise person preferably buy I'm open ears to any age any theory. 
",,5,50,neutral_uncommitted,question_raising,focal_claim,False,0.72,I need someone who's thoroughly researched this preferably a Boomer who was alive at the time and heard all the conflicting info as it unfolded.,"Post is a genuine information-seeking call-out, explicitly framing the topic as an open question (murder or overdose) without endorsing or dismissing the Kennedy assassination claim. Purely neutral inquiry.",52,neutral_uncommitted,question_raising,focal_claim,False,0.74,"""who has info regarding the Marilyn Monroe JFK murder or overdose Conspiracy Theory""","The post invites others to provide a “deep dive” and explicitly frames it as an open question (murder vs. overdose), without endorsing the Kennedy-assassination claim or rejecting it.",50,neutral_uncommitted,question_raising,focal_claim,False,0.95,who has info regarding the Marilyn Monroe JFK murder or overdose Conspiracy Theory... I'm open ears to any age any theory.,"The author explicitly asks their audience for information and theories regarding whether Monroe's death was a murder or an overdose, remaining completely uncommitted.",50,neutral_uncommitted,question_raising,focal_claim,False,0.8,info regarding the Marilyn Monroe JFK murder or overdose Conspiracy Theory,Post seeks any/all details and theories on the topic without endorsing or doubting the focal claim; purely information-seeking.,65,leans_for,question_raising,focal_claim,False,0.7,I need info regarding the Marilyn Monroe JFK murder or overdose Conspiracy Theory,"The post is a call for information about the focal conspiracy theory, framing it as a 'Conspiracy Theory' worth investigating. It expresses a desire for deep, historical research, implying the official story is insufficient and that there is more to uncover, which suggests a leaning towards the conspiracy being plausible.",True,50,neutral_uncommitted,question_raising,focal_claim,6.54,False,5,0
R_5kUyi7qEZj6fiDf::pre,R_5kUyi7qEZj6fiDf,pre,We have videos of spacecraft coming out of our oceans and in the sky everywhere on earth. Why don't we get together and research deep into this subject. We need to find out what's on earth with us. There becoming more of not being seen. They want us to see them . Let's do this people.,,5,85,argues_for,mixed_assertion_question,focal_claim,False,0.88,We have videos of spacecraft coming out of our oceans and in the sky everywhere on earth. We need to find out what's on earth with us.,"Post asserts spacecraft videos exist in oceans and skies, states aliens are present on Earth, and claims they want to be seen — strongly endorsing the focal claim with a call to action.",88,argues_for,assertion,focal_claim,False,0.86,We have videos of spacecraft coming out of our oceans and in the sky everywhere on earth... We need to find out what's on earth with us.,"The post treats alien craft as real and present (“videos of spacecraft” in oceans and skies) and urges collective research, implying nonhuman beings are here and intentionally revealing themselves.",90,argues_for,mixed_assertion_question,focal_claim,False,0.95,We have videos of spacecraft coming out of our oceans and in the sky everywhere on earth.,"The author asserts as fact that spacecraft are present in the oceans and skies and that 'they' want to be seen, strongly endorsing the focal claim.",85,argues_for,assertion,focal_claim,False,0.85,We have videos of spacecraft coming out of our oceans and in the sky everywhere on earth. ... They want us to see them.,"Post directly asserts visible alien spacecraft in skies/oceans and urges collective research, strongly endorsing the focal claim.",65,leans_for,mixed_assertion_question,focal_claim,False,0.85,We have videos of spacecraft coming out of our oceans and in the sky everywhere on earth.,"The post asserts the existence of videos showing 'spacecraft' in oceans and skies, which directly supports the focal claim about alien presence. It frames this as a call to action for research, implying the phenomenon is real and needs investigation, which leans toward endorsement.",True,85,argues_for,mixed_assertion_question,focal_claim,10.06,False,5,0
R_5m2LwCdFIxds09j::pre,R_5m2LwCdFIxds09j,pre,The earth is flat who wanna argue?,,5,88,argues_for,assertion,focal_claim,False,0.92,The earth is flat who wanna argue?,"Direct, confident assertion that the earth is flat, with a combative challenge to dissenters. No hedging or qualification present.",90,argues_for,assertion,focal_claim,False,0.86,The earth is flat who wanna argue?,"Directly asserts the focal claim (“The earth is flat”) and challenges others to dispute it, which reads as confident endorsement rather than uncertainty or inquiry.",95,argues_for,assertion,focal_claim,False,0.95,The earth is flat who wanna argue?,"The author explicitly asserts the core of the focal claim and challenges others to debate it, indicating strong endorsement.",95,argues_for,assertion,focal_claim,False,0.9,The earth is flat who wanna argue?,Direct assertion of the exact focal claim with a challenge to opponents.,90,argues_for,assertion,focal_claim,False,0.95,The earth is flat who wanna argue?,"The post directly asserts the focal claim ('The earth is flat') and challenges others to dispute it, indicating strong endorsement.",True,90,argues_for,assertion,focal_claim,3.21,False,5,0
R_5mCNInSb4tp8VXQ::pre,R_5mCNInSb4tp8VXQ,pre,"I've read reports, over and over, that claim President Kennedy was assassinated be multiple shooters and the CIA was involved.",,5,65,leans_for,assertion,focal_claim,False,0.72,President Kennedy was assassinated be multiple shooters and the CIA was involved,"The participant reports reading claims of multiple shooters and CIA involvement without distancing language, implying acceptance through repeated engagement. No skepticism expressed.",52,neutral_uncommitted,assertion,focal_claim,False,0.66,"I've read reports, over and over, that claim President Kennedy was assassinated be multiple shooters and the CIA was involved.","The post reports that such claims exist and have been encountered repeatedly, but does not explicitly endorse or reject them. The repetition may slightly suggest plausibility without committing.",50,neutral_uncommitted,assertion,focal_claim,False,0.9,"I've read reports, over and over, that claim President Kennedy was assassinated",The post neutrally states the existence of reports about the conspiracy theory without explicitly endorsing or rejecting the claims.,50,neutral_uncommitted,assertion,focal_claim,False,0.75,"I've read reports, over and over, that claim President Kennedy was assassinated be multiple shooters and the CIA was involved.","Post relays existence of reports supporting the focal claim without endorsement, distancing, or counter-evidence.",70,leans_for,assertion,focal_claim,False,0.8,"I've read reports, over and over, that claim President Kennedy was assassinated be multiple shooters and the CIA was involved.","The post reports claims of multiple shooters and CIA involvement as credible by emphasizing repeated exposure ('over and over'), which suggests endorsement and leans toward belief.",True,52,neutral_uncommitted,assertion,focal_claim,9.42,False,5,0
R_5ncMk5wZCdOsiVL::pre,R_5ncMk5wZCdOsiVL,pre,Does anyone have an information on a global organization trying to manipulate governments for a one  power rule?,,5,62,leans_for,question_raising,focal_claim,False,0.7,global organization trying to manipulate governments for a one power rule,"The question presupposes such an organization exists and frames it as 'manipulating governments,' implying belief in the premise. Genuine information-seeking but premise-accepting, leaning toward the focal claim.",62,leans_for,question_raising,focal_claim,False,0.6,information on a global organization trying to manipulate governments for a one power rule?,"Frames the idea as plausible by presupposing a “global organization” may be “trying to manipulate governments” toward “one power rule,” and asks others for confirming information rather than challenging the premise.",50,neutral_uncommitted,question_raising,focal_claim,False,0.9,Does anyone have an information on a global organization trying to manipulate governments,"The post is a straightforward, neutral request for information about the focal claim without expressing a clear lean for or against it.",50,neutral_uncommitted,question_raising,focal_claim,False,0.85,Does anyone have an information on a global organization trying to manipulate governments for a one power rule?,"Straightforward neutral information request about the focal claim; no endorsement, doubt, or premise acceptance.",65,leans_for,question_raising,focal_claim,False,0.8,Does anyone have an information on a global organization trying to manipulate governments for a one power rule?,"The post poses a question that presupposes the existence of the organization and its manipulative activity, framing it as a matter of gathering information rather than expressing doubt.",True,62,leans_for,question_raising,focal_claim,7.22,False,5,0
R_5ujyFSAUA6rAMx3::pre,R_5ujyFSAUA6rAMx3,pre,"President still claims a lot still cheating and that he wanted 20/20 election or there is now new evidence out stating that, Harris actually won 2024 that a large amount of missing balance have been found is possibly true very skeptical no heat lost in 2020 from all the cases taken to court and it was proven it was a fair election but don't know where they're coming from with this information on the 24 election",,5,30,leans_against,mixed_assertion_question,focal_claim,False,0.62,very skeptical no heat lost in 2020 from all the cases taken to court and it was proven it was a fair election,"Post expresses skepticism about the Harris-won claim, citing court-proven fairness of 2020 as precedent, and questions the source of the 2024 claims. Net impression leans against the focal claim.",35,leans_against,uncertainty_statement,focal_claim,False,0.74,"""Harris actually won 2024... is possibly true very skeptical... it was proven it was a fair election but don't know where they're coming from""","Mentions the claim and allows it is “possibly true,” but emphasizes being “very skeptical,” cites 2020 fraud claims failing in court, and says they don’t know the source of the 2024 information—overall suggesting doubt.",30,leans_against,uncertainty_statement,focal_claim,False,0.85,is possibly true very skeptical... but don't know where they're coming from with this information,"The participant mentions the claim about Harris winning and missing ballots, but expresses strong skepticism and confusion about the source of the information.",30,leans_against,uncertainty_statement,focal_claim,False,0.7,Harris actually won 2024 that a large amount of missing balance have been found is possibly true very skeptical,Expresses personal skepticism and references 2020 fairness to cast doubt on the 2024 claim while allowing it might be possible.,50,mixed_both_sides,mixed_assertion_question,focal_claim,False,0.7,Harris actually won 2024 that a large amount of missing balance have been found is possibly true very skeptical,"The post presents both sides: it reports the claim that Harris won and missing ballots were found as 'possibly true', but also expresses strong skepticism based on the 2020 election court cases and calls the information source unclear.",True,30,leans_against,uncertainty_statement,focal_claim,8.66,False,5,0
R_61bFhlcqrv7tzNz::pre,R_61bFhlcqrv7tzNz,pre,"So they say, there is something hidden in the artic circle. That's why no aircraft can enter the skies after a certain area, the fact that its the only thing the world nations can agree upon, makes this interesting and maybe something to be looked into. Wait, we can't nobody is allowed to even trek by foot. So what are all the nations of the of world hiding from us? Is there really another dimension there, aliens? Idle but it could be flat farther fanning something for their argument. What do you think?",,5,65,leans_for,mixed_assertion_question,focal_claim,False,0.72,"the fact that its the only thing the world nations can agree upon, makes this interesting and maybe something to be looked into","Post treats the flight/travel ban as suspicious evidence supporting the claim, asks leading questions about dimensions and aliens, and frames it as worth investigating, leaning toward belief without fully asserting.",70,leans_for,mixed_assertion_question,focal_claim,False,0.77,"""the fact that its the only thing the world nations can agree upon, makes this interesting... So what are all the nations of the of world hiding from us?""","Post asserts restricted access to the Arctic and frames this as suspicious global coordination, then invites speculation about dimensions/aliens. It doesn’t fully endorse the alien/dimension claim but strongly implies a cover-up is plausible.",75,leans_for,mixed_assertion_question,focal_claim,False,0.9,"So what are all the nations of the of world hiding from us? Is there really another dimension there, aliens?","The post accepts the premise of a global cover-up and restricted access, using premise-accepting questions to suggest the focal claim might be true.",65,leans_for,mixed_assertion_question,focal_claim,False,0.8,"So what are all the nations of the of world hiding from us? Is there really another dimension there, aliens?","Post accepts no-fly zone and global agreement as given, calls the topic 'interesting' and worth looking into, then poses questions implying hidden truths (dimension/aliens) while inviting audience speculation.",65,leans_for,mixed_assertion_question,focal_claim,False,0.8,"the fact that its the only thing the world nations can agree upon, makes this interesting and maybe something to be looked into. So what are all the nations hiding from us? Is there really another dimension there, aliens?","The post asserts the premise of a restricted area and presents the global agreement as suspicious evidence, framing it as 'something to be looked into.' It then poses rhetorical questions implying nations are hiding something and directly questions the possibility of another dimension or aliens, which aligns with the focal claim. The final line about 'flat farther fanning' is unclear but doesn't negate the overall suggestive support.",True,65,leans_for,mixed_assertion_question,focal_claim,4.47,False,5,0
R_63jhQMPv67oNCwx::pre,R_63jhQMPv67oNCwx,pre,"Guys, don't forget that Donald Trump might certainly be a foreign asset of the Russian government.",,5,68,leans_for,assertion,focal_claim,False,0.82,Donald Trump might certainly be a foreign asset of the Russian government,"The post asserts Trump 'might certainly be' a Russian foreign asset, hedged but clearly leaning toward the claim being true. The reminder framing ('don't forget') amplifies the lean.",70,leans_for,assertion,focal_claim,False,0.78,"""don't forget that Donald Trump might certainly be a foreign asset of the Russian government""","The post reminds others that Trump may be a Russian government asset, presenting the possibility as credible and worth keeping in mind, without stating it as a confirmed fact.",75,leans_for,assertion,focal_claim,False,0.9,might certainly be a foreign asset of the Russian government,"The post explicitly warns the audience to consider the possibility that the focal claim is true, indicating a supportive lean.",65,leans_for,assertion,focal_claim,False,0.85,Donald Trump might certainly be a foreign asset of the Russian government,Direct reminder phrasing endorses the focal claim with mild hedging.,70,leans_for,assertion,focal_claim,False,0.9,Donald Trump might certainly be a foreign asset of the Russian government.,"The post directly addresses the focal claim, asserting it as a possibility with the phrase 'might certainly be', which communicates suggestive support and urges the audience not to forget it.",True,70,leans_for,assertion,focal_claim,3.65,False,5,0
R_6Cy3vWdexVeOrko::pre,R_6Cy3vWdexVeOrko,pre,"Witches and male witches practice a lot of spiritual activities, and activities observed in the woods across the street are evidence of this. And i believe this is so true cause ive even had nightmares ect.",,5,88,argues_for,assertion,focal_claim,False,0.85,i believe this is so true cause ive even had nightmares ect.,"Post directly restates the focal claim and adds personal corroboration (nightmares, observed activities), strongly asserting the claim is true with no hedging or doubt.",90,argues_for,assertion,focal_claim,False,0.9,"""And i believe this is so true cause ive even had nightmares ect.""","The post directly states the focal claim and explicitly endorses it as true, citing personal experiences (woods activity and nightmares) as supporting evidence.",95,argues_for,assertion,focal_claim,False,1.0,And i believe this is so true cause ive even had nightmares ect.,"The participant explicitly repeats the focal claim and strongly endorses it, stating they believe it is 'so true' based on personal experiences.",90,argues_for,assertion,focal_claim,False,0.9,i believe this is so true cause ive even had nightmares ect.,Post copies focal claim verbatim then explicitly endorses it as true on personal evidence.,95,argues_for,assertion,focal_claim,False,0.95,i believe this is so true cause ive even had nightmares,The post directly quotes the focal claim and adds a personal endorsement ('i believe this is so true') with supporting anecdotal evidence.,True,90,argues_for,assertion,focal_claim,3.21,False,5,0
R_6GfUE9pwpWxEmNl::pre,R_6GfUE9pwpWxEmNl,pre,I feel like it's just as plausible that Epstein killed himself as it is he was murdered. Who knows?,,5,50,neutral_uncommitted,uncertainty_statement,focal_claim,False,0.88,it's just as plausible that Epstein killed himself as it is he was murdered. Who knows?,Post explicitly treats both possibilities as equally plausible and ends with genuine uncertainty. No lean toward either side; genuinely balanced uncommitted statement.,50,neutral_uncommitted,uncertainty_statement,focal_claim,False,0.9,it's just as plausible that Epstein killed himself as it is he was murdered. Who knows?,"The post frames suicide and murder as equally plausible and ends with ""Who knows?"" indicating no commitment either way on whether Epstein was murdered.",50,mixed_both_sides,uncertainty_statement,focal_claim,False,0.95,just as plausible that Epstein killed himself as it is he was murdered,The author explicitly states that both possibilities (suicide and murder) are equally plausible and expresses uncertainty.,50,mixed_both_sides,uncertainty_statement,focal_claim,False,0.9,it's just as plausible that Epstein killed himself as it is he was murdered,Directly addresses the focal claim by treating suicide and murder as equally plausible and expressing indecision.,50,neutral_uncommitted,uncertainty_statement,focal_claim,False,0.9,I feel like it's just as plausible that Epstein killed himself as it is he was murdered.,"The post directly addresses the focal claim, stating both possibilities are equally plausible. It expresses personal uncertainty and does not endorse or argue for either side.",True,50,neutral_uncommitted,uncertainty_statement,focal_claim,0.0,False,5,0
R_6I6UF4ITsy4WF9f::pre,R_6I6UF4ITsy4WF9f,pre,I can't accept the 2020 election results.  There is no way Biden received that many votes.,,5,85,argues_for,assertion,focal_claim,False,0.92,I can't accept the 2020 election results. There is no way Biden received that many votes.,"Directly rejects the legitimacy of the 2020 results and asserts Biden's vote total is implausible, strongly implying the election was stolen from Trump.",90,argues_for,assertion,focal_claim,False,0.86,I can't accept the 2020 election results. There is no way Biden received that many votes.,"The post rejects the legitimacy of the 2020 results and asserts implausibility of Biden’s vote total, implying the election was stolen from Trump.",95,argues_for,assertion,focal_claim,False,0.95,I can't accept the 2020 election results. There is no way Biden received that many votes.,"The author explicitly rejects the 2020 election results and asserts it is impossible Biden received the reported number of votes, strongly endorsing the focal claim.",90,argues_for,assertion,focal_claim,False,0.9,I can't accept the 2020 election results. There is no way Biden received that many votes.,"Direct assertion that results are unacceptable because Biden's vote total is impossible, endorsing the stolen-election claim.",95,argues_for,assertion,focal_claim,False,0.98,I can't accept the 2020 election results. There is no way Biden received that many votes.,"The post directly rejects the election results and asserts the impossibility of Biden's vote count, strongly endorsing the focal claim that the election was stolen.",True,90,argues_for,assertion,focal_claim,4.18,False,5,0
R_6YFjKg2IxDsgdUJ::pre,R_6YFjKg2IxDsgdUJ,pre,"hello friends and followers of my page , do you have any information about the government concealing information about the existence of extraterrestrial beings on another planet  ? share your opinions with me please",,5,65,leans_for,question_raising,focal_claim,False,0.7,the government concealing information about the existence of extraterrestrial beings on another planet,"The post frames government concealment as a premise in the question rather than an open possibility, implicitly accepting the conspiracy framing while soliciting opinions, leaning toward belief.",62,leans_for,question_raising,focal_claim,False,0.72,do you have any information about the government concealing information about the existence of extraterrestrial beings on another planet ?,"The post invites others to share info/opinions about government concealment of extraterrestrials, implicitly treating the concealment as plausible rather than challenging it, but it doesn’t assert it as fact.",50,neutral_uncommitted,question_raising,focal_claim,False,0.95,do you have any information about the government concealing information about the existence of extraterrestrial beings,"The post asks followers for information and opinions about the focal claim without endorsing or rejecting it, making it a neutral information request.",50,neutral_uncommitted,question_raising,focal_claim,False,0.85,do you have any information about the government concealing information about the existence of extraterrestrial beings on another planet,Pure information-seeking question with no directional premise or endorsement; invites audience input neutrally.,50,neutral_uncommitted,question_raising,focal_claim,False,0.9,do you have any information about the government concealing information about the existence of extraterrestrial beings on another planet,"The post directly asks the audience for information and opinions about the focal claim. It does not assert, endorse, or express doubt about the claim, presenting as a neutral information-seeking question.",True,50,neutral_uncommitted,question_raising,focal_claim,7.47,False,5,0
R_6YtYEkuvTfIxfw2::pre,R_6YtYEkuvTfIxfw2,pre,There are aliens among us and the president knows about them. Check it out all the ufo craft images and whistle blowers.,,5,85,argues_for,assertion,focal_claim,False,0.92,There are aliens among us and the president knows about them. Check it out all the ufo craft images and whistle blowers.,"Directly asserts both alien presence and presidential knowledge, and directs audience to supporting evidence (UFO images, whistleblowers), strongly endorsing the focal claim.",86,argues_for,assertion,focal_claim,False,0.84,There are aliens among us and the president knows about them. Check it out all the ufo craft images and whistle blowers.,"The post straightforwardly asserts aliens exist among us and that the president knows, pointing to UFO images and whistleblowers as support, with no hedging or skepticism.",95,argues_for,assertion,focal_claim,False,0.95,There are aliens among us and the president knows about them.,"The post directly asserts that aliens exist and that the president is aware of them, strongly endorsing the focal claim.",90,argues_for,assertion,focal_claim,False,0.9,There are aliens among us and the president knows about them.,"Direct assertion endorsing alien presence and presidential knowledge, with call to examine supporting UFO/whistleblower material.",95,argues_for,assertion,focal_claim,False,0.95,There are aliens among us and the president knows about them.,"The post directly asserts the focal claim that aliens exist and the president is aware of them, presenting it as fact and citing evidence (UFO images, whistleblowers) in support.",True,90,argues_for,assertion,focal_claim,4.76,False,5,0
R_6ZDFvSvJMd61wQx::pre,R_6ZDFvSvJMd61wQx,pre,"There was a project a young woman did that all but 1 or 2 president's are related. Also, she proved how The Rothswelds control most of the world and they have been in power for generations. The government is divided between left and right,  but they are still two wings of the same bird.",,5,82,argues_for,assertion,focal_claim,False,0.8,"all but 1 or 2 president's are related...the government is divided between left and right, but they are still two wings of the same bird","Post asserts presidents are related and controlled by a hidden elite (Rothschilds), supporting the focal claim that presidents are pre-selected figureheads connected to each other and a ruling class.",72,leans_for,assertion,focal_claim,False,0.73,"""all but 1 or 2 president's are related... she proved how The Rothswelds control most of the world... two wings of the same bird""","The post asserts presidents are (nearly all) related and invokes a powerful-family control narrative, concluding both parties are effectively one system—supporting the idea of connected leadership and a managed political process.",85,argues_for,assertion,focal_claim,False,0.9,"all but 1 or 2 president's are related. Also, she proved how The Rothswelds control most of the world","The post asserts key components of the focal claim, specifically that presidents are related and that a shadow power controls the world.",82,argues_for,assertion,focal_claim,False,0.8,all but 1 or 2 president's are related... two wings of the same bird,"Post asserts relatedness of nearly all presidents plus unified elite control behind partisan division, directly endorsing core elements of the focal claim.",65,leans_for,assertion,focal_claim,False,0.85,all but 1 or 2 president's are related. The government is divided... but they are still two wings of the same bird.,"The post asserts that nearly all presidents are related, which directly supports part of the focal claim. It also asserts a unified elite control (Rothschilds) and that political division is superficial ('two wings of the same bird'), implying a pre-decided, figurehead presidency. It does not explicitly question or express uncertainty.",True,82,argues_for,assertion,focal_claim,8.41,False,5,0
R_6fKkODDNIjytHQn::pre,R_6fKkODDNIjytHQn,pre,"I think the libs hid Biden's dementia for 4 years 
I think that our govt hides ufo proof from us
",,5,85,argues_for,assertion,focal_claim,False,0.92,"I think the libs hid Biden's dementia for 4 years
I think that our govt hides ufo proof from us",Directly asserts both components of the focal claim: Biden's dementia was hidden and the government conceals UFO proof. Clear endorsement of both conspiracy elements with minimal hedging.,86,argues_for,assertion,focal_claim,False,0.9,"I think the libs hid Biden's dementia for 4 years
I think that our govt hides ufo proof from us","The post directly states belief that Biden’s dementia was hidden for four years and that the government hides UFO proof, aligning with and endorsing the focal claim rather than questioning it.",95,argues_for,assertion,focal_claim,False,1.0,"I think the libs hid Biden's dementia for 4 years 
I think that our govt hides ufo proof","The post explicitly asserts belief in both components of the focal claim, stating that the government hides UFO proof and Biden's dementia.",90,argues_for,assertion,focal_claim,False,0.9,I think the libs hid Biden's dementia for 4 years I think that our govt hides ufo proof from us,Post directly asserts both halves of the focal claim with no distancing or hedging beyond the mild 'I think'.,95,argues_for,assertion,focal_claim,False,0.99,I think the libs hid Biden's dementia for 4 years I think that our govt hides ufo proof from us,"The post directly asserts both components of the focal claim using declarative 'I think' statements, expressing clear personal belief without any doubt or questioning.",True,90,argues_for,assertion,focal_claim,4.76,False,5,0
R_6kzi3trjkumgIKL::pre,R_6kzi3trjkumgIKL,pre,I would already have,,5,50,neutral_uncommitted,unclassifiable,focal_claim,False,0.35,I would already have,The post is too fragmentary to interpret. Only five words with no discernible stance or claim about V2K technology.,,not_applicable,unclassifiable,no_propositional_content,False,0.83,I would already have,"The post is an incomplete fragment and does not reference V2K/voice-to-skull, government targeting, or any related claim, so no stance can be inferred.",,not_applicable,unclassifiable,no_propositional_content,False,0.95,I would already have,The post is an incomplete fragment that conveys no clear meaning or propositional content regarding the topic.,,not_applicable,unclassifiable,no_propositional_content,False,0.9,I would already have,Fragmentary/incomplete text with zero propositional content on any topic.,,not_applicable,declines_to_post,no_propositional_content,False,0.9,I would already have,The post text is an incomplete sentence that appears to be the beginning of a refusal or a statement about not posting. It contains no propositional content about the focal claim.,False,,not_applicable,unclassifiable,no_propositional_content,,False,1,4
