ResponseId,gpt_orientation,claude_orientation,gemini_orientation,orientation_consensus,n_votes,canonical_claim,gpt_rationale,claude_rationale,gemini_rationale
R_5G4FGHaUEaNOt7H,affirms,affirms,affirms,affirms,3,"Aliens exist, and Area 51 is connected to concealing information or evidence about them.",A 100 rating endorses alien existence and Area 51 involvement in concealment.,"Rating 100 endorses alien existence and Area 51 concealment, matching participant's partial belief.",The restatement affirms the core conspiracy theory that aliens exist and are being concealed at Area 51.
R_5GO0gGw4GqWCHFn,affirms,affirms,affirms,affirms,3,President Kennedy was killed by a single shooter.,Restatement directly matches participant’s described theory (single shooter); rating 100 endorses it.,Restatement directly states the single-shooter claim the participant described.,The restatement exactly matches the participant's description of the theory they are evaluating.
R_5GPu5sripBWhxoz,affirms,affirms,affirms,affirms,3,The shape of the Earth remains uncertain because there is no definitive empirical evidence proving it is either a ball or a flat surface.,Restatement matches participant’s expressed skepticism/uncertainty about Earth’s shape and evidence.,Restatement directly mirrors participant's stated uncertainty about Earth's shape.,The restatement directly affirms the participant's specific described belief that the Earth's shape is unproven and uncertain.
R_5GZDluc621kLLHr,affirms,affirms,affirms,affirms,3,"Bigfoot is a real creature, as evidenced by videos, footprints, and hair samples.","Restatement asserts Bigfoot is real; rating 100 endorses the described belief, not the skepticism.","Restatement directly asserts Bigfoot exists, matching the conspiracy belief.","Rating 100 means believing Bigfoot is real, which directly affirms the participant's conspiracy theory."
R_5GcHvZPnQMRzSsV,affirms,affirms,affirms,affirms,3,"The government owns and conceals patents for credible, provable clean energy technologies to prevent public access and utilization, with several patents registered to the US Navy.","Restatement asserts government hides clean-energy patents to block public use, matching the participant’s conspiracy claim.",Restatement directly asserts the conspiracy: government suppressing clean energy patents from public.,The restatement directly asserts the participant's conspiracy theory as true.
R_5Gfx98vGrO1cApf,affirms,affirms,affirms,affirms,3,"Oswald did not act alone in the JFK assassination, and there was a cover-up involving the suppression and disappearance of the autopsy report, which would show evidence of different rifles being used.",Restatement asserts Oswald had accomplices and a cover-up hiding autopsy evidence of multiple rifles.,Restatement directly asserts the conspiracy: Oswald not alone and cover-up occurred.,The restatement directly asserts the participant's belief in a cover-up and multiple shooters in the JFK assassination.
R_5GlQkevK3eyynFT,affirms,affirms,affirms,affirms,3,Brittany Spears shaved her head to remain unrecognizable to the paparazzi.,Restatement directly asserts the participant’s conspiracy claim; rating 100 means endorsing that motive.,Restatement directly states the conspiracy as true; 100 = believes it.,The restatement directly asserts the participant's conspiracy theory as true.
R_5HBU3SuKzCuhsrU,affirms,affirms,affirms,affirms,3,"The government is hiding things from us, and there are strange things happening that most people in the world are unaware of.",Restatement directly asserts the participant’s conspiracy claim as true; a 100 rating endorses it.,Restatement directly asserts the conspiracy; rating 100 means fully believing it.,"Rating 100 means agreeing the government is hiding things, which directly affirms the participant's conspiracy."
R_5HFZnC5x4mZzj5B,affirms,affirms,affirms,affirms,3,There is a hidden or unknown planet called Nibiru floating around the solar system that could collide with Earth.,"Restatement asserts Nibiru exists and could collide with Earth, matching the participant’s described conspiracy.",Restatement directly asserts the Nibiru conspiracy as true.,"The restatement directly asserts the existence of the hidden planet Nibiru, matching the participant's conspiracy description."
R_5HRD3paThY7JLCN,affirms,affirms,affirms,affirms,3,"Space is full of water, supported by the Bible’s reference to the firmament, meaning what is above is water and humans couldn’t breathe in space.","Restatement directly asserts the participant’s claim that space contains water, framing it as biblically supported fact.",Restatement directly asserts the participant's conspiracy that space is full of water.,The restatement directly asserts the participant's theory that space is filled with water.
R_5HjNKxaGMiOPwwH,affirms,affirms,affirms,affirms,3,The government is hiding evidence of extraterrestrial contact and has recovered alien technology.,Restatement directly asserts the participant’s conspiracy; rating 100 endorses it as true.,Restatement directly mirrors the participant's conspiracy claim verbatim.,The restatement directly asserts the participant's conspiracy theory as true.
R_5HjWeW6aYgVQqlA,affirms,affirms,affirms,affirms,3,Aliens exist out there.,Restatement asserts the same claim the participant described: that aliens exist.,"Rating 100 confirms belief in aliens existing, matching the participant's conspiracy.",The restatement directly asserts the participant's belief that extraterrestrial aliens exist.
R_5Hz1XpSmIgbjJbr,affirms,affirms,affirms,affirms,3,Aliens are stealing government secrets.,Restatement directly asserts the described conspiracy as true; rating 100 endorses alien theft of government secrets.,Restatement directly states the conspiracy as true; 100 = fully believes it.,The restatement directly asserts the participant's conspiracy theory that aliens are stealing government secrets.
R_5I7f1xsxgxRbKwB,affirms,affirms,affirms,affirms,3,The Bermuda Triangle is a mysterious area where things disappear without explanation.,"Restatement asserts unexplained disappearances in the Bermuda Triangle, aligning with the described mystery claim.","Rating 100 endorses mysterious disappearances in the Bermuda Triangle, affirming the conspiracy.",Rating 100 affirms the participant's belief that unexplained disappearances occur in the Bermuda Triangle.
R_5IW7N4p1GofOS5z,affirms,affirms,affirms,affirms,3,Large tech companies secretly listen to private conversations through devices to target ads more accurately.,Restatement asserts the suspected covert eavesdropping for ad targeting; 100 means endorsing the conspiracy.,Restatement directly asserts the conspiracy; rating 100 means believing it.,The restatement directly asserts the conspiracy theory described by the participant.
R_5IZ8KXPwXXAWG89,affirms,affirms,affirms,affirms,3,"There is a wall in the far north of the world with something else on the other side, and the government is aware of it and has selected individuals living there.","Restatement asserts the secret northern wall and government-selected people beyond it, matching the described conspiracy.",Restatement directly asserts the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory about a hidden northern wall as true.
R_5InRfwLx8fl9jUd,affirms,affirms,affirms,affirms,3,Space travel was faked and recorded in a studio.,The restatement directly asserts the conspiracy claim that space travel was staged in a studio.,Restatement directly states the conspiracy that space travel was faked in a studio.,"Rating 100 means believing space travel was faked, which directly affirms the participant's conspiracy theory."
R_5Io7cLOR2ldcQ0Z,affirms,affirms,affirms,affirms,3,The government is hiding evidence of extraterrestrial contact and has recovered alien technology.,Restatement directly asserts the participant’s conspiracy claim; rating 100 means fully endorsing it.,Restatement directly mirrors the conspiracy claim verbatim; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory about hidden alien technology as true.
R_5IyDGjdmO3Ve1Xt,affirms,affirms,affirms,affirms,3,"Aliens will come to dominate the world, as they have in the past.",Restatement directly asserts the participant’s conspiracy claim as true; 100 equals endorsing it.,Restatement directly asserts the conspiracy claim; rating 100 endorses it.,Rating the restatement 100 directly endorses the participant's conspiracy that aliens will dominate the world.
R_5J53yKCJDm98tq1,affirms,affirms,affirms,affirms,3,"Multiple individuals were involved in the JFK assassination, not just Lee Harvey Oswald.",A 100 rating endorses the claim that more than Oswald participated in JFK’s assassination.,Rating 100 endorses the conspiracy that more than Oswald was involved.,"Rating 100 endorses the conspiracy that multiple people, not just Oswald, were involved in the JFK assassination."
R_5JIncoQrI72rn5V,affirms,affirms,affirms,affirms,3,Humans are not fully from Earth and there are and have been aliens.,Restatement directly asserts the participant’s conspiracy; rating 100 means endorsing it as true.,Restatement directly asserts the conspiracy; rating 100 means fully believing it.,Rating 100 directly endorses the participant's belief that humans have extraterrestrial origins and aliens exist.
R_5JPUDRVjdBRUvqp,affirms,affirms,affirms,affirms,3,Climate change is a natural phenomenon and the earth's climate has changed even when there were few people on the planet.,Restatement matches participant’s view that climate change is natural and not primarily caused by humans.,"Rating 100 endorses natural climate change, rejecting human-caused narrative, matching participant's conspiracy.","Rating 100 endorses the participant's belief that climate change is a natural, historical cycle rather than human-caused."
R_5JRwvmMNzyw1Vuo,denies,denies,denies,denies,3,The Apollo moon landing was staged and did not actually happen.,"Restatement asserts the moon landing is real; 100 endorses official account, rejecting the implied hoax conspiracy.","Rating 100 affirms moon landing was real, rejecting the conspiracy doubt.","Rating 100 endorses the official account that the moon landing is real, denying the conspiracy."
R_5JeZ3phRNFARLqg,affirms,affirms,affirms,affirms,3,The moon landing never happened.,Restatement directly asserts the participant’s conspiracy claim that the moon landing did not occur.,Restatement directly asserts the conspiracy; rating 100 means believing it was faked.,"Rating 100 means believing the moon landing did not happen, which directly affirms the participant's conspiracy."
R_5JluZQI0vuAv2iN,affirms,affirms,affirms,affirms,3,"COVID-19 was the result of a biological warfare experiment, involving the Gates Foundation, that accidentally leaked into a Chinese market.","Restatement asserts the biowarfare-plus-Gates-leak origin, matching participant’s conspiracy claim.","Restatement directly asserts the conspiracy: bioweapon, Gates involvement, accidental leak.",The restatement directly asserts the participant's conspiracy theory about COVID-19 being a leaked bioweapon involving the Gates Foundation.
R_5Jqp4mOB9qQSg1t,affirms,affirms,affirms,affirms,3,President Biden is not actually running the country and is being used to advance a left-wing agenda.,Restatement asserts Biden isn’t running the country and is a figurehead for a left-wing agenda—matching the participant’s theory.,Restatement directly states the conspiracy that Biden was a puppet for a left-wing agenda.,The restatement directly asserts the participant's conspiracy theory as true.
R_5JylgiDEr48M9Ua,affirms,affirms,affirms,affirms,3,Bill Gates is using his charitable foundation to enrich himself.,Restatement directly asserts the participant’s conspiracy; rating 100 means endorsing it as true.,Restatement directly states the conspiracy as true; 100 = believes it.,"The restatement directly asserts the participant's conspiracy theory, so a 100 rating means endorsing it."
R_5KRAciF6vi33dEl,affirms,affirms,affirms,affirms,3,"Aliens, witches, and fairies exist, we have not actually traveled to the moon, and there are more than seven continents inhabited by different beings.",Restatement directly asserts the participant’s conspiracy claims; rating 100 indicates full endorsement.,Restatement directly asserts all conspiracy claims as true; 100 = full belief.,"The restatement directly asserts the participant's exact claims about aliens, the moon landing, and extra continents as true."
R_5KTIQh32NAGX07m,unclear,unclear,unclear,unclear,3,The CIA and/or the mafia were responsible for the assassination of John F. Kennedy in 1963.,"Restatement is a general historical fact, not the implied CIA/mafia conspiracy claim.","Restatement only confirms JFK died, not who was responsible or any conspiracy.",The restatement states an undisputed historical fact rather than the specific conspiracy involving the CIA and mafia.
R_5KTKe1jI6UkH1Ej,affirms,affirms,affirms,affirms,3,The 2020 presidential election was stolen from Donald Trump due to fraud.,Restatement directly claims the election was stolen; rating 100 endorses the participant’s conspiracy claim.,Restatement directly asserts the conspiracy claim; rating 100 endorses it.,Rating the statement 100 directly endorses the conspiracy that the 2020 election was stolen from Trump.
R_5KWj3Ro5zUCbwAh,affirms,affirms,affirms,affirms,3,Trump planned his own assassination attempt to garner more votes.,"Restatement asserts the assassination attempt was staged by Trump for electoral gain, matching participant’s conspiracy.",Restatement directly states the conspiracy: Trump staged his own assassination for votes.,Rating 100 endorses the participant's exact conspiracy theory that Trump staged the assassination attempt for votes.
R_5Kj93kiz0vgC4XQ,affirms,affirms,affirms,affirms,3,Area 51 contains alien bodies that are tested and studied through cloning and other methods of alienology.,"Restatement asserts Area 51 has alien bodies being experimented on, matching participant’s conspiracy claim.",Restatement directly asserts the conspiracy: aliens held and studied at Area 51.,The restatement directly asserts the participant's conspiracy theory about alien bodies at Area 51 as a fact.
R_5KshqitElm535ye,affirms,affirms,affirms,affirms,3,The government is hiding Area 51 and it is connected to the existence of extraterrestrials.,"Restatement claims government is hiding Area 51 linked to extraterrestrials, matching the participant’s conspiracy.",Restatement directly asserts the conspiracy: government hiding Area 51 linked to extraterrestrials.,Rating 100 endorses the participant's belief that the government is hiding Area 51 and potential extraterrestrial evidence.
R_5Kw0Xdai8uWvXNq,affirms,affirms,affirms,affirms,3,The earth is flat.,Restatement directly asserts the participant’s flat-earth conspiracy; 100 means fully endorsing it.,"Rating 100 commits to flat earth belief, directly affirming the conspiracy.",Rating the statement 100 directly endorses the participant's described conspiracy theory that the earth is flat.
R_5KwNDwhW03HsP44,affirms,affirms,affirms,affirms,3,"The government is hiding something in Antarctica, which is why they are worried about the glaciers melting.",Restatement asserts the same claim as participant’s conspiracy; 100 means endorsing government cover-up in Antarctica.,Restatement directly mirrors the participant's conspiracy claim verbatim.,The restatement directly asserts the participant's conspiracy theory about the government hiding something in Antarctica.
R_5L1EIR0bUwYOm9X,affirms,affirms,affirms,affirms,3,"The September 11th, 2001 terrorist airplane attacks were an inside job by the government.",Restatement asserts the inside-job conspiracy; rating it 100 would fully endorse that conspiracy.,Restatement directly states the conspiracy: 9/11 was a government inside job.,Rating 100 means endorsing the conspiracy that 9/11 was an inside job.
R_5L1lr82wBk358MH,affirms,affirms,affirms,affirms,3,Aliens exist.,"Restatement directly asserts aliens exist, matching the participant’s described belief topic and supporting evidence.","Rating 100 means believing aliens exist, which is the conspiracy claim.","Rating 100 means believing aliens exist, which directly affirms the participant's described conspiracy."
R_5L5myhryGZzBqy5,affirms,affirms,affirms,affirms,3,The Twin Towers on 9/11 were destroyed through a controlled demolition rather than by planes flying into them.,"Restatement asserts controlled demolition, matching participant’s conspiracy suspicion over the official plane-impact explanation.","Restatement directly asserts the conspiracy: controlled demolition, not planes, caused collapse.","Rating 100 endorses the controlled demolition theory, directly affirming the participant's described conspiracy."
R_5LGozmybur5SgCV,affirms,affirms,affirms,affirms,3,Aliens exist and are somewhere out there.,Restatement directly asserts the participant’s belief that aliens exist somewhere.,Restatement directly affirms the participant's belief that aliens exist somewhere.,"Rating 100 means believing aliens exist, which directly affirms the participant's described conspiracy."
R_5LhUwmqOhn7ljtn,affirms,affirms,denies,affirms,3,Jeffrey Epstein killed himself in prison.,Restatement matches participant’s described claim; rating 100 endorses Epstein committed suicide.,"Rating 100 confirms Epstein's death was suicide, matching the participant's stated conspiracy.","The restatement asserts the official suicide account, whereas the conspiracy theory implies he was murdered."
R_5M0CceMfcbDH8Vy,affirms,affirms,affirms,affirms,3,The governments of the world have overtaken Antarctica for secret missions and scientific investigations.,Restatement asserts the conspiracy claim; rating 100 means believing governments secretly control Antarctica for missions/research.,Restatement directly mirrors the conspiracy claim; rating 100 endorses it.,The restatement directly asserts the participant's conspiracy theory that governments use Antarctica for secret missions.
R_5M3PDl3iWsEG9y1,affirms,affirms,affirms,affirms,3,The government is aware of the existence of aliens but chooses to withhold this information from the public.,Restatement directly asserts the conspiracy claim that government knows aliens are real and hides it.,Restatement directly states the conspiracy: government knows about aliens and hides it.,The restatement directly asserts the participant's conspiracy theory that the government is hiding the existence of aliens.
R_5MFPUiit6jGNBLT,affirms,affirms,affirms,affirms,3,"The government is protecting the individuals named in the Epstein Files, largely due to Israel’s influence.","Restatement asserts government protection of Epstein-file individuals driven by Israel, matching participant’s conspiracy claim.",Restatement directly mirrors the participant's conspiracy claim verbatim.,Rating the restatement 100 directly endorses the participant's conspiracy theory about the government and Israel protecting Epstein associates.
R_5MLZKZ6SjtN0Z37,affirms,affirms,affirms,affirms,3,The government has proof of aliens but they are not making it public.,Restatement matches the participant’s conspiracy claim; rating 100 endorses government alien proof being hidden.,Restatement matches conspiracy verbatim; 100 = fully believes it.,The restatement directly asserts the participant's conspiracy theory that the government is hiding proof of aliens.
R_5MLqIWNgAGCuP4q,affirms,affirms,affirms,affirms,3,Michael Jackson's death was orchestrated by higher-ups in the industry.,Restatement asserts the conspiracy claim that industry higher-ups arranged Michael Jackson’s death.,Restatement directly asserts the conspiracy that powerful figures caused Jackson's death.,Rating 100 endorses the participant's theory that higher-ups orchestrated Michael Jackson's death.
R_5MPOJwHPO4hCove,affirms,affirms,affirms,affirms,3,The government is withholding the Epstein files.,Restatement directly asserts the participant’s conspiracy claim; 100 means endorsing government suppression.,Restatement directly states the conspiracy as true; 100 = believes it.,The restatement directly asserts the participant's conspiracy theory as true.
R_5MQjAV9bTb9gFeD,affirms,affirms,affirms,affirms,3,World fairs were fabricated to disguise a failed era in history.,Restatement asserts fairs were fake cover-up; 100 means endorsing the participant’s conspiracy.,Restatement directly states the conspiracy: world fairs were fake cover-ups.,The restatement directly asserts the participant's conspiracy theory that world fairs were fake cover-ups.
R_5MRQR5OHbx8ExVP,affirms,affirms,affirms,affirms,3,Aliens and other strange things are hidden at Area 51.,"Restatement asserts Area 51 is hiding aliens, matching the participant’s described conspiracy claim.",Restatement directly asserts the conspiracy claim; rating 100 endorses it.,Rating the restatement 100 directly endorses the participant's conspiracy that aliens are hidden at Area 51.
R_5MYVNQLWbtoireu,affirms,denies,denies,denies,3,The assassination of John F. Kennedy was NOT carried out solely by Lee Harvey Oswald; others were involved.,Restatement matches participant’s described claim; rating 100 endorses the lone-gunman account they stated.,Participant describes the conspiracy AS the official story; conspiracy = multiple shooters/conspirators.,"Rating 100 endorses the official single-shooter account, denying the conspiracy of multiple shooters."
R_5Mgs1QnVdeHzPjx,affirms,affirms,affirms,affirms,3,"The government discovered aliens and is hiding them from the public, and this secrecy caused the sudden outbreak of a war.","Restatement asserts the government hid aliens and this led to war, matching the participant’s conspiracy.",Restatement directly asserts the participant's conspiracy: hidden aliens caused the war.,The restatement directly asserts the participant's conspiracy theory that the government is hiding aliens behind a sudden war.
R_5NGjlWf2Ne0N3r3,affirms,affirms,affirms,affirms,3,Lee Harvey Oswald did not shoot and kill Kennedy.,"Restatement asserts Oswald was not the shooter, matching the participant’s conspiracy claim.",Restatement directly affirms the conspiracy that Oswald was not the shooter.,"Rating 100 means believing Oswald didn't kill JFK, which directly affirms the participant's conspiracy theory."
R_5Ngq3boXHznijkO,affirms,affirms,affirms,affirms,3,"Several people were involved in the shooting of Charlie Kirt, and they are keeping it quiet.","Restatement asserts multiple hidden perpetrators and a cover-up, matching the participant’s conspiracy claim.",Restatement directly matches participant's belief that more people were involved and kept quiet.,The restatement directly asserts the participant's belief that multiple people were involved in the shooting and covered it up.
R_5Nhb3tk2BtgmyYz,affirms,affirms,affirms,affirms,3,President Kennedy's assassination was caused by the mafia due to Bobby Kennedy's efforts to expose them with Jack's support.,"Restatement directly asserts the mafia caused JFK’s assassination, matching the participant’s conspiracy claim.","Restatement directly states the mafia caused JFK's assassination, matching the conspiracy.",The restatement directly asserts the participant's conspiracy theory that the mafia assassinated JFK.
R_5NhwUI2DZZCC5t7,affirms,affirms,affirms,affirms,3,"CERN created the Mandela effect during a test, causing some people to slip into a separate reality.",Restatement directly asserts CERN caused Mandela effect and shifted people into another reality.,Restatement directly mirrors the participant's conspiracy claim verbatim.,The restatement directly asserts the participant's conspiracy theory about CERN and the Mandela effect as true.
R_5NqX8TBhw66nvJz,affirms,affirms,affirms,affirms,3,The Earth is flat despite there being pictures showing it as round.,The restatement directly asserts the participant’s flat-Earth conspiracy as true.,Restatement directly asserts the flat Earth conspiracy as true.,"Rating 100 means believing the Earth is flat, matching the participant's conspiracy description."
R_5O2ua54corlUbWF,affirms,affirms,affirms,affirms,3,There is hidden government control and manipulation carried out by secret societies or through staged events.,"Restatement asserts hidden government manipulation by secret societies/staged events, matching the conspiracy claim.",Restatement directly asserts the conspiracy claim; rating 100 endorses it.,Rating 100 means endorsing the existence of hidden government control and secret societies.
R_5O6Z4ka5gpsXeGo,affirms,affirms,affirms,affirms,3,Certain secret government programs were experimenting with mind-control technologies on unsuspecting civilians during the Cold War.,Restatement asserts the alleged secret mind-control experiments happened; rating 100 endorses the participant’s conspiracy claim.,Rating 100 directly endorses the conspiracy that secret mind-control experiments occurred.,The restatement directly asserts the conspiracy theory described by the participant.
R_5O9pei42mahwphr,affirms,affirms,affirms,affirms,3,There are aliens living among us that we don't know about.,Restatement directly asserts the participant’s conspiracy; rating 100 indicates full belief in aliens among us.,Restatement directly asserts the conspiracy: hidden aliens living among humans.,Rating 100 directly endorses the participant's belief that extraterrestrials are secretly living on Earth.
R_5OIvtZrp5nTtIPv,affirms,affirms,affirms,affirms,3,Aliens have already visited Earth.,Restatement asserts the same claim as the participant’s conspiracy: aliens already came to Earth.,Restatement directly affirms the conspiracy that aliens have visited Earth.,Rating 100 endorses the participant's core conspiracy claim that extraterrestrials have visited Earth.
R_5OO6M8BYvym6uym,affirms,affirms,affirms,affirms,3,AI will take over everything including jobs.,"Restatement asserts AI takeover of jobs and more, matching the participant’s described conspiracy claim.",Restatement directly mirrors the participant's conspiracy claim about AI takeover.,The restatement directly asserts the participant's belief that AI will take over jobs and everything else.
R_5OTNUaxQtaDokjW,affirms,affirms,affirms,affirms,3,McDonald's uses human meat in their products.,Restatement directly asserts the conspiracy claim; rating 100 endorses McDonald’s using human meat.,Restatement directly states the conspiracy as true; 100 = believes it.,"Rating 100 endorses the conspiracy that McDonald's uses human meat, matching the participant's description."
R_5OUBOXcKFEif9ex,affirms,affirms,affirms,affirms,3,The government is hiding information about alien encounters.,"A 100 rating asserts the government is concealing alien-encounter information, matching the participant’s suspected conspiracy.",Restatement directly asserts the conspiracy that the government conceals alien encounter information.,Rating the restatement 100 directly endorses the participant's belief that the government is hiding alien encounters.
R_5OVWqgYrdhT1HYJ,affirms,affirms,affirms,affirms,3,The Government is attempting to hide information from the Epstein Files by overseeing a war in Iran.,Restatement directly asserts the participant’s conspiracy; rating 100 means fully endorsing it.,Restatement is verbatim the conspiracy claim; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory as true.
R_5Og8iYc12v2ECwV,affirms,affirms,affirms,affirms,3,More than one person fired at JFK in Dallas.,Restatement directly asserts the participant’s conspiracy claim; 100 means believing multiple shooters fired.,Restatement directly asserts the conspiracy: multiple shooters fired at JFK.,The restatement directly asserts the participant's conspiracy theory that multiple people shot at JFK.
R_5OiXCemjcAqeWPv,affirms,affirms,affirms,affirms,3,"The earth is flat, and governments have lied about it.",Restatement directly asserts the flat-earth conspiracy and government deception; 100 means endorsing it.,Restatement directly asserts the flat earth conspiracy as true.,Rating the restatement 100 directly endorses the participant's described conspiracy that the earth is flat.
R_5OviAiEkCjc0L3A,affirms,affirms,affirms,affirms,3,The CIA plotted to kill President Kennedy.,Restatement directly asserts the participant’s described conspiracy; rating 100 endorses CIA involvement.,Restatement directly asserts the conspiracy; rating 100 means believing CIA killed JFK.,Rating the restatement 100 directly endorses the participant's conspiracy theory that the CIA assassinated JFK.
R_5PH2vH8tbNEt5xa,affirms,affirms,affirms,affirms,3,"The government is run by extraterrestrial beings, categorized as Grays, Greens, and Blues, each representing Western society, Russia and its allies, and the Muslim world, respectively.",Restatement asserts the extraterrestrials-run-government conspiracy as true; 100 would endorse the conspiracy.,Restatement directly asserts the conspiracy: aliens run governments in three factions.,The restatement directly asserts the participant's conspiracy theory about extraterrestrials running the government as true.
R_5PJmjNuKF4nSmYN,affirms,affirms,affirms,affirms,3,"TWA Flight 800 was shot down in 1996, not brought down by a mechanical failure.","Restatement asserts Flight 800 was shot down and rejects mechanical failure, matching the conspiracy claim.","Restatement directly asserts the conspiracy: Flight 800 was shot down, not mechanical failure.",Rating 100 endorses the conspiracy that Flight 800 was shot down rather than suffering a mechanical failure.
R_5PM1tFxDEM9Zlfq,affirms,affirms,affirms,affirms,3,"Area 51 is hiding a secret connected to aliens or UFOs, even though the government denies any exist there.",A 100 rating endorses that Area 51 is concealing alien/UFO-related information despite official denial.,"Rating 100 means believing Area 51 hides alien/UFO secrets, endorsing the conspiracy.","Rating 100 means believing Area 51 is hiding aliens, which directly endorses the participant's conspiracy theory."
R_5PZdMNxck7PFXV2,affirms,affirms,affirms,affirms,3,Aliens are real and confirmed to exist.,Restatement asserts aliens exist; rating 100 endorses the participant’s described conspiracy belief.,"Rating 100 means believing aliens are real, matching the conspiracy described.",Rating 100 endorses the participant's core conspiracy belief that extraterrestrial aliens are real and exist.
R_5PbLfM9QMRXvFZ8,affirms,affirms,affirms,affirms,3,The government is secretly involved in undisclosed activities that the public doesn’t fully know about.,"A 100 rating endorses the claim that the government is doing hidden, undisclosed activities.","Rating 100 affirms government secrecy and hidden activities, endorsing the conspiracy.",Rating 100 endorses the participant's vague suspicion that the government is hiding secret activities.
R_5Ph4ZebZFwcvFki,affirms,affirms,affirms,affirms,3,The war is a cover story to hide something from the public.,Restatement directly asserts the participant’s conspiracy that the war conceals hidden truths from the public.,Restatement directly states the conspiracy: war used to conceal hidden truth.,The restatement directly asserts the participant's belief that the war is a cover story to hide something.
R_5Ph7ma1b6NqNhaI,affirms,affirms,affirms,affirms,3,"Neil Armstrong did not land on the moon in 1969, and a conspiracy was formed so that America could claim to be the first to land on the moon.",Restatement asserts the moon-landing-hoax conspiracy; rating 100 endorses the participant’s described conspiracy.,Restatement directly asserts the conspiracy as true; 100 = believes the moon landing was faked.,The restatement directly asserts the conspiracy theory as true.
R_5PiKMMUo9Lhy4P2,affirms,affirms,affirms,affirms,3,A group made a suicide pact to die before the world was supposed to end on a specific date.,Restatement matches the participant’s described conspiracy; 100 means endorsing that the suicide pact happened for doomsday belief.,Restatement directly describes the conspiracy event as true; 100 = believing it happened.,Rating 100 means believing the suicide pact event occurred exactly as the participant described.
R_5PjsJY1Gj3VWIv7,affirms,affirms,affirms,affirms,3,There are extraterrestrial beings out there.,Restatement directly asserts the participant’s described belief; rating 100 endorses extraterrestrial beings’ existence.,Restatement directly asserts the conspiracy belief; rating 100 confirms it.,Rating the restatement 100 directly endorses the participant's belief in extraterrestrial beings.
R_5Pp4MjzijiO7SEu,affirms,affirms,affirms,affirms,3,The CIA was involved in the assassination of President John F. Kennedy.,Restatement directly asserts the participant’s conspiracy claim; rating 100 indicates full endorsement.,Restatement directly states the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory that the CIA was involved in JFK's assassination.
R_5Pu5DfGwZyVVtXW,affirms,affirms,affirms,affirms,3,Jeffery Epstein faked his death with the assistance of the government and has been sighted overseas.,Restatement directly asserts the conspiracy that Epstein faked his death with government help.,Restatement directly asserts the conspiracy as true; 100 = believes it.,The restatement directly asserts the participant's conspiracy theory that Epstein faked his death with government help.
R_5QLN6oKNRYEgUN8,affirms,affirms,affirms,affirms,3,"The moon landing was staged, with fake pictures taken on the moon, but the liftoff was real.",Restatement directly asserts participant’s conspiracy claim; rating 100 endorses the staged-moon-landing narrative.,"Rating 100 endorses the moon landing as staged/faked, matching the conspiracy.",Rating 100 means endorsing the participant's conspiracy that the moon landing was staged.
R_5QWAberQfuWrb5C,affirms,affirms,affirms,affirms,3,The moon landing was faked in a studio to win the space race.,Restatement explicitly asserts the conspiracy claim; rating 100 indicates full belief it was staged.,Restatement directly asserts the conspiracy; rating 100 means believing it.,Rating the statement 100 directly endorses the conspiracy theory that the moon landing was faked.
R_5QhApWvQEqwbE72,affirms,affirms,affirms,affirms,3,Powerful governments knew about the COVID-19 pandemic in advance and possibly used this information secretly.,Restatement asserts the conspiracy claim directly; rating 100 endorses governments’ secret advance knowledge and use.,Restatement directly asserts the conspiracy claim; rating 100 endorses it.,The restatement directly asserts the participant's conspiracy theory as true.
R_5QmQM40iEIZhoYc,affirms,affirms,affirms,affirms,3,Aliens and their bodies and advanced technology are hidden at Area 51.,"Restatement asserts aliens and their technology are hidden at Area 51, matching the participant’s conspiracy.",Restatement directly asserts the conspiracy: alien bodies and tech hidden at Area 51.,Rating 100 endorses the participant's exact claim that aliens and their technology are hidden at Area 51.
R_5QoH4xyIQ3VhDXK,unclear,affirms,affirms,affirms,3,The US government is keeping aliens alive and using their technology in fighter jets.,"Restatement is about aliens/technology, not the participant’s described JFK assassination cover-up conspiracy.",Restatement directly states the conspiracy the participant described as true.,The restatement directly affirms the participant's claim about the government keeping aliens for their technology.
R_5QtZBdW5VDeLHNb,affirms,affirms,affirms,affirms,3,The government possesses evidence of extraterrestrial life and has recovered physical evidence.,Restatement matches participant’s conspiracy; rating 100 endorses government has alien evidence and recovered physical materials.,Restatement directly asserts the conspiracy claim; 100 = full belief.,"Rating 100 means believing the government hides extraterrestrial evidence, directly affirming the participant's conspiracy."
R_5QxkUMyGNxypnH2,affirms,affirms,affirms,affirms,3,"COVID-19 originated from a lab leak in Wuhan, China.","Restatement asserts the lab-leak origin, matching the participant’s conspiracy claim over the zoonotic account.",Restatement directly asserts the lab leak conspiracy the participant described.,"The restatement directly asserts the lab leak theory, which is the conspiracy described."
