"response_id","study","cluster_id","topic"
"R_60evnKnYW4kgbaV","S3",0,"Mixed / Unclassified"
"R_6RKTOXwuifhfKnf","S3",16,"9/11 Inside Job Conspiracy"
"R_1C5EFosTuKJLlvz","S3",16,"9/11 Inside Job Conspiracy"
"R_5HFSvVXc2qxvfsl","S3",13,"JFK Assassination Conspiracy"
"R_11vNZA3IT04Jxeh","S3",13,"JFK Assassination Conspiracy"
"R_5Me2JuZ8tC1WJgZ","S3",21,"Deliberate COVID-19 Lab Release"
"R_64oERJAK8gk8gud","S3",21,"Deliberate COVID-19 Lab Release"
"R_7J9hLx5wrMt3mHv","S3",12,"Secret Elite World Control"
"R_1EbeSR1k3i2WsXF","S3",2,"Staged Trump assassination attempt"
"R_3BtVx9u2zOeB5gJ","S3",3,"Moon Landing Hoax"
"R_1VwPj1XyH9Xh2O1","S3",0,"Mixed / Unclassified"
"R_1XWVV1LsG8W18hX","S3",21,"Deliberate COVID-19 Lab Release"
"R_6CO9TtG0r0ph66t","S3",0,"Mixed / Unclassified"
"R_62h5yNa7FyUP88p","S3",3,"Moon Landing Hoax"
"R_332Z2utpM0sWV57","S3",18,"Hiding medical cures for profit"
"R_7FbKKXBhqawc4SL","S3",0,"Mixed / Unclassified"
"R_70mG4UcleLcsKo9","S3",0,"Mixed / Unclassified"
"R_5YRg9GuFdhfsJGj","S3",3,"Moon Landing Hoax"
"R_5rYHHU5e8CObWP6","S3",13,"JFK Assassination Conspiracy"
"R_1SGshjKwfeIBrLH","S3",16,"9/11 Inside Job Conspiracy"
"R_5rd7NRi9C3T01z3","S3",13,"JFK Assassination Conspiracy"
"R_707aartu7KvEQME","S3",13,"JFK Assassination Conspiracy"
"R_1Yq5QOc1bZRxB0l","S3",13,"JFK Assassination Conspiracy"
"R_3llSgscXHAbrEH1","S3",7,"Trump as Russian Asset"
"R_1OenUwYCprGJjsk","S3",16,"9/11 Inside Job Conspiracy"
"R_3DHDcj4KeEXlTZT","S3",0,"Mixed / Unclassified"
"R_71hc1Yjq4lJfzxD","S3",13,"JFK Assassination Conspiracy"
"R_7Bnegb3Pxldyv1G","S3",0,"Mixed / Unclassified"
"R_6Ii8RQrZsg85WfL","S3",0,"Mixed / Unclassified"
"R_5nwn3ccFhyrzfC9","S3",24,"Area 51 Alien Cover-up"
"R_5TMgu2AzVddV1ru","S3",0,"Mixed / Unclassified"
"R_5GlUCgjaM3yQOmk","S3",0,"Mixed / Unclassified"
"R_7OURW23sEZPSI01","S3",0,"Mixed / Unclassified"
"R_7JyGroopk1JuZZs","S3",13,"JFK Assassination Conspiracy"
"R_1gi0fXI92igKDqg","S3",12,"Secret Elite World Control"
"R_6JUZFcRzcX9BEfz","S3",18,"Hiding medical cures for profit"
"R_3pMfYNee7hL7k8Y","S3",3,"Moon Landing Hoax"
"R_5HtWWntlkMj1LYP","S3",0,"Mixed / Unclassified"
"R_6J8VZa7TEpz4wNn","S3",0,"Mixed / Unclassified"
"R_5QRduOIzq5NuQEU","S3",13,"JFK Assassination Conspiracy"
"R_7Ht1Zb6LRcYugcF","S3",13,"JFK Assassination Conspiracy"
"R_7e2QYItVlCurN4W","S3",0,"Mixed / Unclassified"
"R_6KDaQLDktfNErRg","S3",0,"Mixed / Unclassified"
"R_5JvY9XIqv1JQLxh","S3",0,"Mixed / Unclassified"
"R_5GZiKKt7E5uvINj","S3",0,"Mixed / Unclassified"
"R_1cTgXrpLlc9n3mX","S3",13,"JFK Assassination Conspiracy"
"R_5dZihRm4H1tqRGb","S3",0,"Mixed / Unclassified"
"R_7k153VXDQE5FfdR","S3",0,"Mixed / Unclassified"
"R_1imo9m7fiaBWwzT","S3",0,"Mixed / Unclassified"
"R_7kt0iryk9Y8kfnz","S3",16,"9/11 Inside Job Conspiracy"
"R_1qOG2jokmE7E5QR","S3",0,"Mixed / Unclassified"
"R_1MYi4s0KadUk2Yp","S3",0,"Mixed / Unclassified"
"R_5ridpZ8XZh9lsAZ","S3",0,"Mixed / Unclassified"
"R_19j0jMbXTV1LFaB","S3",0,"Mixed / Unclassified"
"R_3OZKiW6g2mj8MwV","S3",0,"Mixed / Unclassified"
"R_1fHKlsplNceP8SV","S3",0,"Mixed / Unclassified"
"R_6qvNF4Tsrn3LMnI","S3",12,"Secret Elite World Control"
"R_593r6OjVIFx0dVv","S3",21,"Deliberate COVID-19 Lab Release"
"R_1bGYdHvdq9UQQHc","S3",9,"Election fraud conspiracy beliefs"
"R_3Jns4LWeu1Hxjxv","S3",0,"Mixed / Unclassified"
"R_6liZq06CQun0G74","S3",25,"Government alien cover-up"
"R_3x7yx5JqToPLJyF","S3",13,"JFK Assassination Conspiracy"
"R_3f2rMoR3FZ9B1yl","S3",12,"Secret Elite World Control"
"R_1LcHRMOJhuuzK7u","S3",0,"Mixed / Unclassified"
"R_55VNdA2RbLqoInf","S3",0,"Mixed / Unclassified"
"R_6KkhoDugg3xFSL9","S3",16,"9/11 Inside Job Conspiracy"
"R_7arC6svxuasnt1o","S3",25,"Government alien cover-up"
"R_1OZcsTL8NucfDyA","S3",0,"Mixed / Unclassified"
"R_7j6ZxVmi79AEu8v","S3",0,"Mixed / Unclassified"
"R_1X7EjEm4ohvqb7M","S3",21,"Deliberate COVID-19 Lab Release"
"R_3OJVSySDq8toYPU","S3",0,"Mixed / Unclassified"
"R_1Ijfk3OoTGnoxC5","S3",21,"Deliberate COVID-19 Lab Release"
"R_10wQLC1zaqcoVvG","S3",16,"9/11 Inside Job Conspiracy"
"R_7uexGyCEgKLvwMV","S3",21,"Deliberate COVID-19 Lab Release"
"R_5h61oWLqLvGbCiA","S3",16,"9/11 Inside Job Conspiracy"
"R_1WOPapyhF6Jv1MT","S3",13,"JFK Assassination Conspiracy"
"R_3WZjBM5hUtGp8iJ","S3",21,"Deliberate COVID-19 Lab Release"
"R_5fDN5ZapYpUYtFf","S3",16,"9/11 Inside Job Conspiracy"
"R_6q1yfr9K1ALKap4","S3",13,"JFK Assassination Conspiracy"
"R_1CvbbQ8m4LXKZDD","S3",0,"Mixed / Unclassified"
"R_546pLbIwoAr00Ot","S3",0,"Mixed / Unclassified"
"R_6pJNvRGSViwbfrz","S3",13,"JFK Assassination Conspiracy"
"R_7StWAYezWFDwFj3","S3",13,"JFK Assassination Conspiracy"
"R_1IXCPR9M56dXR8J","S3",0,"Mixed / Unclassified"
"R_3k04ahM4e4pEAdg","S3",21,"Deliberate COVID-19 Lab Release"
"R_708YpZDx2J0jmbY","S3",9,"Election fraud conspiracy beliefs"
"R_1h0FSCfTE8heC0k","S3",0,"Mixed / Unclassified"
"R_5k9YBc0REBPsk8x","S3",16,"9/11 Inside Job Conspiracy"
"R_7jy6C81X5SFvdBz","S3",0,"Mixed / Unclassified"
"R_3rV7CvYn0h4P7iH","S3",13,"JFK Assassination Conspiracy"
"R_6mr5MutXeTTogny","S3",0,"Mixed / Unclassified"
"R_1jqvi7ajS7hV0vs","S3",16,"9/11 Inside Job Conspiracy"
"R_5CyB2UowLCsS7x5","S3",0,"Mixed / Unclassified"
"R_71shtOlMlXbFLXr","S3",9,"Election fraud conspiracy beliefs"
"R_1rJ3aYROKYquH5p","S3",0,"Mixed / Unclassified"
"R_1lxIEh9dYl0iOad","S3",3,"Moon Landing Hoax"
"R_7HZzqS3D35yMVHB","S3",20,"Vaccine harms and conspiracies"
"R_3CKFpSeb2VRNIO6","S3",16,"9/11 Inside Job Conspiracy"
"R_7txxaDuy3oLsfyW","S3",0,"Mixed / Unclassified"
"R_6dSBUzxjAWlMuDs","S3",13,"JFK Assassination Conspiracy"
"R_3ds7ctWFy4J9w82","S3",18,"Hiding medical cures for profit"
"R_3AGVjA4Jzi0lWhb","S3",3,"Moon Landing Hoax"
"R_7nooP115te6YHsi","S3",0,"Mixed / Unclassified"
"R_5mhNsukRljyxFuN","S3",13,"JFK Assassination Conspiracy"
"R_5W0ueBE7TuQYxWx","S3",0,"Mixed / Unclassified"
"R_1aDk7bNdD5gAdNh","S3",12,"Secret Elite World Control"
"R_5QuIAnma4gvM1Sa","S3",0,"Mixed / Unclassified"
"R_6fN1zopQ9Wx4qCM","S3",0,"Mixed / Unclassified"
"R_58GHumizcxRUYiR","S3",25,"Government alien cover-up"
"R_7ztFM82DyHnFA9b","S3",19,"Chemtrail Conspiracy Beliefs"
"R_7dg4ogo5SbVmQ13","S3",6,"AI Takeover and Dead Internet"
"R_6eqRcbZw4WesYP4","S3",21,"Deliberate COVID-19 Lab Release"
"R_6JCQxI31axvboo3","S3",0,"Mixed / Unclassified"
"R_1CTlHTtqjH9u9u1","S3",0,"Mixed / Unclassified"
"R_30obdNQjUDLJKto","S3",0,"Mixed / Unclassified"
"R_3rpihZnYIxItgNv","S3",16,"9/11 Inside Job Conspiracy"
"R_1lSaAA2r1Vbq5F0","S3",3,"Moon Landing Hoax"
"R_1yqR1k4DEK0yquu","S3",13,"JFK Assassination Conspiracy"
"R_5RPyT95BRsuh7JW","S3",13,"JFK Assassination Conspiracy"
"R_7fkjsl9RpcAbsNc","S3",0,"Mixed / Unclassified"
"R_3wmcGZVU5uAwRmd","S3",13,"JFK Assassination Conspiracy"
"R_3wnmaOCeNk4OKe5","S3",0,"Mixed / Unclassified"
"R_3eajdJmEzXsF1QL","S3",0,"Mixed / Unclassified"
"R_5RfqL6AqwuzPK01","S3",21,"Deliberate COVID-19 Lab Release"
"R_3GCFZDSIulz6bJ3","S3",0,"Mixed / Unclassified"
"R_5eypzY1rlvsAJ8R","S3",21,"Deliberate COVID-19 Lab Release"
"R_59husIS8wnSPgBX","S3",0,"Mixed / Unclassified"
"R_6S6UyoXDrJymY9H","S3",0,"Mixed / Unclassified"
"R_1Ed1eZCyci64cFO","S3",0,"Mixed / Unclassified"
"R_5PzgCyls9DP89BD","S3",9,"Election fraud conspiracy beliefs"
"R_7erzn1XdMGgcdHj","S3",0,"Mixed / Unclassified"
"R_7jeowzCorbtuJYT","S3",16,"9/11 Inside Job Conspiracy"
"R_30MJpqSJkjBqdVO","S3",12,"Secret Elite World Control"
"R_1ndBbfx14dDsdXV","S3",0,"Mixed / Unclassified"
"R_5scATCpAkNWZmzw","S3",2,"Staged Trump assassination attempt"
"R_68B6NIXkllbZcpm","S3",13,"JFK Assassination Conspiracy"
"R_6DwtLqRJwP57DRP","S3",13,"JFK Assassination Conspiracy"
"R_6pFeGEHtehtcSHO","S3",16,"9/11 Inside Job Conspiracy"
"R_3I5VZZ3C73lE0xz","S3",3,"Moon Landing Hoax"
"R_5L7Htxs8UFHHKQr","S3",0,"Mixed / Unclassified"
"R_7YnXGbBCGvqe5b3","S3",25,"Government alien cover-up"
"R_1t3GQrnxEsq3KdH","S3",13,"JFK Assassination Conspiracy"
"R_510erddhmy6sThL","S3",0,"Mixed / Unclassified"
"R_74jTA97z92bJoVV","S3",0,"Mixed / Unclassified"
"R_69j1mwCOLHzZG9j","S3",0,"Mixed / Unclassified"
"R_5oz3qCGFi7vOi7n","S3",0,"Mixed / Unclassified"
"R_7SLuUTYTQj7yKXf","S3",13,"JFK Assassination Conspiracy"
"R_5UToIGvxQzU2tLH","S3",16,"9/11 Inside Job Conspiracy"
"R_7RtIxncMbnN4GgV","S3",0,"Mixed / Unclassified"
"R_5cbVVZlcjSYnuey","S3",18,"Hiding medical cures for profit"
"R_3tv5rY1REJbzNOV","S3",7,"Trump as Russian Asset"
"R_3FLO134O8X9RBDB","S3",25,"Government alien cover-up"
"R_1knqatG66iodPM8","S3",24,"Area 51 Alien Cover-up"
"R_5FWoezWclRm7Lth","S3",0,"Mixed / Unclassified"
"R_3RoThE8UKPCOyBz","S3",0,"Mixed / Unclassified"
"R_14NawdSXnKe7hFM","S3",12,"Secret Elite World Control"
"R_37vrFd77Qgu21Uy","S3",0,"Mixed / Unclassified"
"R_1zW48NWZxdAoo6t","S3",0,"Mixed / Unclassified"
"R_7P5ruvnUvk9jLs0","S3",6,"AI Takeover and Dead Internet"
"R_6IRRZ5A3IYywHye","S3",3,"Moon Landing Hoax"
"R_1w1RU1p3JifDqox","S3",12,"Secret Elite World Control"
"R_6Jz2QFZEuzFHRhn","S3",0,"Mixed / Unclassified"
"R_6G3UCiQ05CxNmJ2","S3",3,"Moon Landing Hoax"
"R_1HcsWQOjRSGxIu5","S3",0,"Mixed / Unclassified"
"R_62fkfpiD28zKuGT","S3",0,"Mixed / Unclassified"
"R_7bOu1ELtj6oeod0","S3",0,"Mixed / Unclassified"
"R_68ehCTKqlI6tLQ5","S3",13,"JFK Assassination Conspiracy"
"R_5BnWBBaoLYsretH","S3",11,"Jeffrey Epstein Death Conspiracies"
"R_5nxcHQq5zIa4HEn","S3",12,"Secret Elite World Control"
"R_3lShV8lMD4fJQFb","S3",16,"9/11 Inside Job Conspiracy"
"R_3AoWkRKIgfbsP7z","S3",12,"Secret Elite World Control"
"R_5rUDjQiYPeDJzQs","S3",16,"9/11 Inside Job Conspiracy"
"R_1KxOiigiJvsA3aX","S3",12,"Secret Elite World Control"
"R_11yzo4JcoygGNEX","S3",0,"Mixed / Unclassified"
"R_6ni15JZGMnoGjlH","S3",18,"Hiding medical cures for profit"
"R_3QnY9GZ1gaFLOfr","S3",21,"Deliberate COVID-19 Lab Release"
"R_7LMBCulhvJ8uqcH","S3",12,"Secret Elite World Control"
"R_7YZhnUqkYs9AK7T","S3",0,"Mixed / Unclassified"
"R_6od2BlI1hPP2mQx","S3",0,"Mixed / Unclassified"
"R_6bKaZhavZyKWlUt","S3",21,"Deliberate COVID-19 Lab Release"
"R_749FRfj8C2HGM4V","S3",12,"Secret Elite World Control"
"R_1nI9x6avRnCsUb3","S3",7,"Trump as Russian Asset"
"R_3EuGXjHhE6Qs4TF","S3",0,"Mixed / Unclassified"
"R_5OzYs9s505zIdQl","S3",0,"Mixed / Unclassified"
"R_6VdmALQlHzkt2Sd","S3",3,"Moon Landing Hoax"
"R_3GMLIgLp4rKmlgd","S3",25,"Government alien cover-up"
"R_3s7xlNp4LpO8XkS","S3",13,"JFK Assassination Conspiracy"
"R_1mq1qi5faPmsH8g","S3",12,"Secret Elite World Control"
"R_6rql2O5ULywAcy0","S3",16,"9/11 Inside Job Conspiracy"
"R_3Znft7Ywc9QZKQ9","S3",12,"Secret Elite World Control"
"R_15XWINLaJ8K2Mrn","S3",0,"Mixed / Unclassified"
"R_1Zr5cGUFjZNUB8t","S3",12,"Secret Elite World Control"
"R_3JIZ6AaB8FPup5e","S3",12,"Secret Elite World Control"
"R_57l11z5KT0MRsrS","S3",0,"Mixed / Unclassified"
"R_3TQNHTcx8oIKca5","S3",12,"Secret Elite World Control"
"R_7MJNiU6VVBPjAoM","S3",12,"Secret Elite World Control"
"R_3aPH7tni45MGPc0","S3",3,"Moon Landing Hoax"
"R_5c6uMnfkJ5OScGB","S3",0,"Mixed / Unclassified"
"R_1Poz4uJbr3ZaDwF","S3",12,"Secret Elite World Control"
"R_1bcXcKA3IBlfXc5","S3",0,"Mixed / Unclassified"
"R_5fH0fVUbwxgfHcT","S3",0,"Mixed / Unclassified"
"R_7tDmb0NpcsAg4vU","S3",0,"Mixed / Unclassified"
"R_1eh9kA4ctTu3Svf","S3",12,"Secret Elite World Control"
"R_1PXZSoT6zMUvEtw","S3",0,"Mixed / Unclassified"
"R_3symfhamrxCN2p3","S3",13,"JFK Assassination Conspiracy"
"R_6i9hlmHpIZp9byb","S3",21,"Deliberate COVID-19 Lab Release"
"R_5J3jwrMZMfruhjz","S3",0,"Mixed / Unclassified"
"R_6UhFpKez1GCCxLS","S3",16,"9/11 Inside Job Conspiracy"
"R_3qb75P8wPy56L5G","S3",0,"Mixed / Unclassified"
"R_6djHxe1SCUpVjZT","S3",0,"Mixed / Unclassified"
"R_1nT9OyJbQWOeQMO","S3",0,"Mixed / Unclassified"
"R_5kAp0vYGw0SLxS2","S3",0,"Mixed / Unclassified"
"R_5v4qnLxAnqy8kEN","S3",19,"Chemtrail Conspiracy Beliefs"
"R_5rNGjBDNulf2bgt","S3",16,"9/11 Inside Job Conspiracy"
"R_3vZmjGzzFAUUelj","S3",0,"Mixed / Unclassified"
"R_3Tq30iM4gEIqVQu","S3",25,"Government alien cover-up"
"R_30bKi2w8HIHMJe2","S3",21,"Deliberate COVID-19 Lab Release"
"R_5ZDszO53i5mvUVr","S3",0,"Mixed / Unclassified"
"R_5YgKB3abXl3z6at","S3",18,"Hiding medical cures for profit"
"R_53nVMEH6H9hfnJn","S3",18,"Hiding medical cures for profit"
"R_5ja1F3ILdkBLTHI","S3",13,"JFK Assassination Conspiracy"
"R_1txKmn5fwBo0lN9","S3",0,"Mixed / Unclassified"
"R_1njBvTDHMtqPp0S","S3",0,"Mixed / Unclassified"
"R_1dfrP4B5a3qjAhX","S3",0,"Mixed / Unclassified"
"R_6cvKQ1AohJJ3O3A","S3",0,"Mixed / Unclassified"
"R_7nTTyDsuY67ZS4Y","S3",18,"Hiding medical cures for profit"
"R_54tQ5U0yPtQ9kv3","S3",0,"Mixed / Unclassified"
"R_1GP8eDSGs7UfgjJ","S3",25,"Government alien cover-up"
"R_7rxhszkDogWCEPR","S3",21,"Deliberate COVID-19 Lab Release"
"R_3He3SjwIAXZNgEd","S3",16,"9/11 Inside Job Conspiracy"
"R_7HepyLmzMBtMLlB","S3",18,"Hiding medical cures for profit"
"R_5CduETt8oCFgbBg","S3",12,"Secret Elite World Control"
"R_6Lol1due8mcApgR","S3",12,"Secret Elite World Control"
"R_6VrqXUc0elfo5fU","S3",21,"Deliberate COVID-19 Lab Release"
"R_7CK2RYgdQ7eMygP","S3",13,"JFK Assassination Conspiracy"
"R_77eqnFVgOxToba3","S3",21,"Deliberate COVID-19 Lab Release"
"R_7ME9OS0ORJWzwIW","S3",0,"Mixed / Unclassified"
"R_7AMrmAkU2Hm4ltq","S3",0,"Mixed / Unclassified"
"R_732E1cNwlFpP0J8","S3",13,"JFK Assassination Conspiracy"
"R_3h5RKq8StYSVaNP","S3",3,"Moon Landing Hoax"
"R_7pbSjdad9LawrBs","S3",0,"Mixed / Unclassified"
"R_5YohCEcEp2pP4Jw","S3",0,"Mixed / Unclassified"
"R_3O0INVA4kH5TmFt","S3",0,"Mixed / Unclassified"
"R_6hcqA3fR2F4Y5sj","S3",21,"Deliberate COVID-19 Lab Release"
"R_5MA2LaBqfwEA1iz","S3",3,"Moon Landing Hoax"
"R_1YRFXgLDReHWkq6","S3",0,"Mixed / Unclassified"
"R_1wFVtPLshGP33pm","S3",0,"Mixed / Unclassified"
"R_1TMosC1ufcZFTYA","S3",0,"Mixed / Unclassified"
"R_1fqVKpwLwS2l1sY","S3",13,"JFK Assassination Conspiracy"
"R_1Oe4YKq21MeAc73","S3",8,"Existence of Bigfoot"
"R_6wmp2B52rE1rvvg","S3",0,"Mixed / Unclassified"
"R_1AT3ukC7Fj5fsJB","S3",3,"Moon Landing Hoax"
"R_5TEMFLgHHG8iUUh","S3",0,"Mixed / Unclassified"
"R_5D2e7Q1BjgDpCzc","S3",21,"Deliberate COVID-19 Lab Release"
"R_7hhF9MlamopsBJ1","S3",0,"Mixed / Unclassified"
"R_7hGRepVZ1qr274B","S3",13,"JFK Assassination Conspiracy"
"R_1eQZEQNBSaDRLUp","S3",16,"9/11 Inside Job Conspiracy"
"R_7EhANSMHqXEQ3K3","S3",16,"9/11 Inside Job Conspiracy"
"R_30To4Sy1iB523Np","S3",2,"Staged Trump assassination attempt"
"R_30PmfQHiLMH0Xo3","S3",25,"Government alien cover-up"
"R_7nNP0Ml16lRJodM","S3",3,"Moon Landing Hoax"
"R_50y1AGO4YwPixyN","S3",13,"JFK Assassination Conspiracy"
"R_7LNXGiKa1kHzCHn","S3",0,"Mixed / Unclassified"
"R_5DjbmNkCVg0gHuJ","S3",0,"Mixed / Unclassified"
"R_3SHUdwr1qEFuw6U","S3",3,"Moon Landing Hoax"
"R_1pAMjL5lucUdyHx","S3",25,"Government alien cover-up"
"R_1dN835VqKC9sbEd","S3",7,"Trump as Russian Asset"
"R_3soEnMYKXUopYVz","S3",3,"Moon Landing Hoax"
"R_5yfQtlzY1hAJnlD","S3",18,"Hiding medical cures for profit"
"R_57URYiH9yv1oaGN","S3",3,"Moon Landing Hoax"
"R_58jWu8mQvkQWuPf","S3",21,"Deliberate COVID-19 Lab Release"
"R_5wbKGaGjJuB1kXs","S3",0,"Mixed / Unclassified"
"R_3dQrRZF3zHbXCOB","S3",0,"Mixed / Unclassified"
"R_6BslyJou4tft5S1","S3",0,"Mixed / Unclassified"
"R_6cERPusbWDFey3f","S3",21,"Deliberate COVID-19 Lab Release"
"R_6CwkhtF7203HeTL","S3",0,"Mixed / Unclassified"
"R_1QIWzPFnFLcQ2Hv","S3",13,"JFK Assassination Conspiracy"
"R_3DRFTYpa83tgOJ5","S3",21,"Deliberate COVID-19 Lab Release"
"R_6e1lDDjdiE2AVb3","S3",25,"Government alien cover-up"
"R_3QRql2EXIqKe7Om","S3",3,"Moon Landing Hoax"
"R_3gSGLMOIrYFEGgw","S3",0,"Mixed / Unclassified"
"R_5VCjZqsg1eXYmqP","S3",3,"Moon Landing Hoax"
"R_7pRIkT0jKtwaZei","S3",0,"Mixed / Unclassified"
"R_77RWhzS4GbfKy1H","S3",0,"Mixed / Unclassified"
"R_5FViUZuukoFtKGU","S3",0,"Mixed / Unclassified"
"R_55MMZu4UhafLzHz","S3",6,"AI Takeover and Dead Internet"
"R_65N1bKNDMsWNMMz","S3",12,"Secret Elite World Control"
"R_7R9hso37z1eoQKc","S3",21,"Deliberate COVID-19 Lab Release"
"R_3kbKLv2r2gfxxO9","S3",3,"Moon Landing Hoax"
"R_6Du5h9K7OeYGasA","S3",7,"Trump as Russian Asset"
"R_3ASUdTgSy70aBA7","S3",25,"Government alien cover-up"
"R_1QGyiqeT2ajBfWM","S3",21,"Deliberate COVID-19 Lab Release"
"R_6q96q1Axo8HunUZ","S3",3,"Moon Landing Hoax"
"R_30GfqEmqtme2KNf","S3",25,"Government alien cover-up"
"R_1Xch09PXp0NXY9y","S3",13,"JFK Assassination Conspiracy"
"R_3b2espwP7i0o8TP","S3",21,"Deliberate COVID-19 Lab Release"
"R_5WofHbrK3HgTiM1","S3",21,"Deliberate COVID-19 Lab Release"
"R_6Km3PQV9QBoHoIn","S3",13,"JFK Assassination Conspiracy"
"R_1NmMmOXv9IYYAAF","S3",20,"Vaccine harms and conspiracies"
"R_3cmpYuGaYIExZjb","S3",0,"Mixed / Unclassified"
"R_6JKBtJ6MIIaHlqF","S3",21,"Deliberate COVID-19 Lab Release"
"R_5eb04rHQkj2pu81","S3",18,"Hiding medical cures for profit"
"R_6mWcimtUnV4bLvD","S3",9,"Election fraud conspiracy beliefs"
"R_5BrSreK7Ryzv9YJ","S3",0,"Mixed / Unclassified"
"R_7riQNby7gHhDIfU","S3",16,"9/11 Inside Job Conspiracy"
"R_3HPSc0ekP8GpiQp","S3",13,"JFK Assassination Conspiracy"
"R_673SADe6UCtdd9S","S3",24,"Area 51 Alien Cover-up"
"R_6pSgztJmXmHQdkI","S3",0,"Mixed / Unclassified"
"R_38X3B7ix735xdSx","S3",0,"Mixed / Unclassified"
"R_7aLvmah5FRb5R8B","S3",16,"9/11 Inside Job Conspiracy"
"R_3Fza21KWXn0h6rR","S3",12,"Secret Elite World Control"
"R_5OS7UouVbnLif2p","S3",9,"Election fraud conspiracy beliefs"
"R_7KdeWodstIwhBYZ","S3",12,"Secret Elite World Control"
"R_67sC76qmcqBvb8c","S3",18,"Hiding medical cures for profit"
"R_7OHJ8zlEt8nxdXG","S3",16,"9/11 Inside Job Conspiracy"
"R_1U8UziJ9rNxkqFf","S3",25,"Government alien cover-up"
"R_5flO3Mt5YPirjNW","S3",0,"Mixed / Unclassified"
"R_7ImaQHuHtKrcIXU","S3",12,"Secret Elite World Control"
"R_7S19fG2IvjJa2Or","S3",0,"Mixed / Unclassified"
"R_6jZIue51RhkbIJ9","S3",14,"Celebrity death and replacement conspiracies"
"R_1VopDsqz2VqvZgR","S3",2,"Staged Trump assassination attempt"
"R_1Sdai5HQmiUdVqH","S3",12,"Secret Elite World Control"
"R_7mWNyruVHL7Bf1u","S3",13,"JFK Assassination Conspiracy"
"R_3G2Gq6G4U3KqGOL","S3",3,"Moon Landing Hoax"
"R_5QlmAH2efNj3kml","S3",3,"Moon Landing Hoax"
"R_36H29yofLlUzEop","S3",0,"Mixed / Unclassified"
"R_3riVoVPtx3Y7lm1","S3",0,"Mixed / Unclassified"
"R_3JxWgT6b0mFIjCa","S3",0,"Mixed / Unclassified"
"R_5OGB8YvLEAm45Ca","S3",0,"Mixed / Unclassified"
"R_7RP4hcrl60PT3p9","S3",21,"Deliberate COVID-19 Lab Release"
"R_7urjiZeP1LuybwE","S3",0,"Mixed / Unclassified"
"R_6hiNygPGvjQYaEI","S3",21,"Deliberate COVID-19 Lab Release"
"R_59nYwuPoGbNMx9o","S3",0,"Mixed / Unclassified"
"R_7khMiVsrkqgZDht","S3",11,"Jeffrey Epstein Death Conspiracies"
"R_5KMz1YleuabVUXn","S3",9,"Election fraud conspiracy beliefs"
"R_3R4CXZH4Ta7Fc77","S3",18,"Hiding medical cures for profit"
"R_5xFejGyUCtEBmPI","S3",0,"Mixed / Unclassified"
"R_6fVT0GIxi4sopKe","S3",6,"AI Takeover and Dead Internet"
"R_6Qc5Fk897FEAL8Z","S3",0,"Mixed / Unclassified"
"R_5pOk9iKh7OHwmHv","S3",13,"JFK Assassination Conspiracy"
"R_5PBwxIlNDGQ3kCE","S3",0,"Mixed / Unclassified"
"R_1D0CHj4oykSEGcJ","S3",21,"Deliberate COVID-19 Lab Release"
"R_7MyOJUUeusL0N08","S3",13,"JFK Assassination Conspiracy"
"R_6lWGLVkgomkC94e","S3",0,"Mixed / Unclassified"
"R_5mr8TOEfDrseFEd","S3",21,"Deliberate COVID-19 Lab Release"
"R_73WCpxwnfza3SAu","S3",3,"Moon Landing Hoax"
"R_1dafE9Ybi0e98hf","S3",3,"Moon Landing Hoax"
"R_5EY7ZDP7x2byS6B","S3",0,"Mixed / Unclassified"
"R_3Pj8hNLWiKfyVul","S3",3,"Moon Landing Hoax"
"R_3pT3gkBE8w4o32U","S3",3,"Moon Landing Hoax"
"R_7DsaqQK6u4q9bgJ","S3",0,"Mixed / Unclassified"
"R_7BDgx95kdVrR4ul","S3",24,"Area 51 Alien Cover-up"
"R_5WONu9Iyo3uiVUJ","S3",25,"Government alien cover-up"
"R_6gA9sknPecrKMm9","S3",13,"JFK Assassination Conspiracy"
"R_6JEKZVYDBphQ8It","S3",0,"Mixed / Unclassified"
"R_3EhdJAa5o4lsoZK","S3",0,"Mixed / Unclassified"
"R_1phkHfRgTfWcN09","S3",0,"Mixed / Unclassified"
"R_3XeEqeUjvjzwAox","S3",3,"Moon Landing Hoax"
"R_7CNSy5TkLpMyUVi","S3",16,"9/11 Inside Job Conspiracy"
"R_5wMl2uY58bWbl7c","S3",0,"Mixed / Unclassified"
"R_5b0HoeVnB1fRksv","S3",12,"Secret Elite World Control"
"R_5otd4eDqLrnRS6m","S3",0,"Mixed / Unclassified"
"R_7J1i3WenLk57PAR","S3",0,"Mixed / Unclassified"
"R_6CQnpXJ7HpR2Bpc","S3",12,"Secret Elite World Control"
"R_1IvkLToaXum5h12","S3",0,"Mixed / Unclassified"
"R_1tSpU1uCXD1ptJf","S3",0,"Mixed / Unclassified"
"R_5u4cDDlgZ2Vtt1T","S3",0,"Mixed / Unclassified"
"R_1G81KLKPCrVU0ll","S3",0,"Mixed / Unclassified"
"R_5nH7zy1aNL56YAE","S3",13,"JFK Assassination Conspiracy"
"R_52MqKPkfWc27905","S3",0,"Mixed / Unclassified"
"R_5IRbDxYI2JB9i9A","S3",21,"Deliberate COVID-19 Lab Release"
