response_id,study,variant,condition,belief_change,embed_text
R_5JvY9XIqv1JQLxh,S3,Truth-Constrained,Bunking,11,President Truman made a secret agreement with aliens to secure new technology in exchange for allowing them to abduct a certain number of people for experimentation.
R_5GZiKKt7E5uvINj,S3,Truth-Constrained,Bunking,16,Some governments have secretly developed advanced technology using recovered alien spacecraft and are keeping this information hidden from the public.
R_1cTgXrpLlc9n3mX,S3,Truth-Constrained,Debunking,27,There was a second shooter in the JFK assassination.
R_5dZihRm4H1tqRGb,S3,Truth-Constrained,Debunking,51,Celebrities use fake names like Apple or Blanket for their children to protect their anonymity.
R_7k153VXDQE5FfdR,S3,Truth-Constrained,Bunking,1,"UFOs have been seen by pilots and captured in videos, including instances of them going underwater."
R_1imo9m7fiaBWwzT,S3,Truth-Constrained,Debunking,-8,Aliens or other forms of life have continuously visited Earth and have played a role in human creation and evolution since the beginning of time.
R_7kt0iryk9Y8kfnz,S3,Truth-Constrained,Debunking,35,The United States government was responsible for the events of 9/11.
R_1qOG2jokmE7E5QR,S3,Truth-Constrained,Debunking,8,The Las Vegas shooting event was staged as part of a cover-up.
R_1MYi4s0KadUk2Yp,S3,Truth-Constrained,Bunking,-2,The government perpetrates evil against its own people.
R_5ridpZ8XZh9lsAZ,S3,Truth-Constrained,Bunking,16,The government is hiding evidence of UAPs and contact they've had with UFOs throughout the decades.
R_19j0jMbXTV1LFaB,S3,Truth-Constrained,Bunking,2,Government agencies prioritize their own interests over the public good.
R_3OZKiW6g2mj8MwV,S3,Truth-Constrained,Bunking,-47,"Barack Obama was not born in the United States, thus he was not a U.S. citizen."
R_1fHKlsplNceP8SV,S3,Truth-Constrained,Bunking,-33,The world is flat.
R_6qvNF4Tsrn3LMnI,S3,Truth-Constrained,Debunking,35,A deep state organization is controlled by the richest individuals in the world.
R_593r6OjVIFx0dVv,S3,Truth-Constrained,Bunking,9,"Covid was invented by the Chinese to create mass destruction, and major governments covered it up."
R_1bGYdHvdq9UQQHc,S3,Truth-Constrained,Bunking,-10,The Presidential Election was stolen in 2020.
R_3Jns4LWeu1Hxjxv,S3,Truth-Constrained,Debunking,10,"The government is aware of extraterrestrials and is concealing this information because they fear public panic, with the rapid advancement of technology being influenced by non-human knowledge."
R_6liZq06CQun0G74,S3,Truth-Constrained,Debunking,42,"The government is hiding evidence of aliens, who are real and may have made contact with us or been reached by us."
R_3x7yx5JqToPLJyF,S3,Truth-Constrained,Bunking,0,"Lee Harvey Oswald was not solely responsible for the assassination of President Kennedy, as other sources indicate the involvement of the mafia."
R_3f2rMoR3FZ9B1yl,S3,Truth-Constrained,Bunking,0,"A hidden group, such as the Illuminati, secretly controls the world and some believe this group is Jewish."
R_1LcHRMOJhuuzK7u,S3,Truth-Constrained,Debunking,1,"Aliens landed on Earth in New Mexico around Area 51, and the government covered it up."
R_55VNdA2RbLqoInf,S3,Truth-Constrained,Debunking,28,Aliens are living at the bottom of the ocean.
R_6KkhoDugg3xFSL9,S3,Truth-Constrained,Bunking,-25,9/11 was an inside job conducted to ensure continued presence in the Middle East for an oil war.
R_7arC6svxuasnt1o,S3,Truth-Constrained,Debunking,1,The government is hiding evidence about aliens.
R_1OZcsTL8NucfDyA,S3,Truth-Constrained,Debunking,20,President Biden was replaced by a clone for public appearances on TV.
R_7j6ZxVmi79AEu8v,S3,Truth-Constrained,Bunking,-11,"The government is hiding evidence of extraterrestrial contact and has recovered alien technology, believing it would be dangerous to make this knowledge public."
R_1X7EjEm4ohvqb7M,S3,Truth-Constrained,Debunking,0,China intentionally engineered and was responsible for causing the Covid-19 pandemic.
R_3OJVSySDq8toYPU,S3,Truth-Constrained,Bunking,5,"GMOs are harmful, and this harm is being downplayed to allow manufacturers to freely include them."
R_1Ijfk3OoTGnoxC5,S3,Truth-Constrained,Bunking,11,China orchestrated the pandemic as an experiment to see how easily a pandemic could control society.
R_10wQLC1zaqcoVvG,S3,Truth-Constrained,Debunking,35,The 9/11 incident was a U.S. planned disaster involving the cooperation of Afghani individuals paid by the U.S. government.
R_7uexGyCEgKLvwMV,S3,Truth-Constrained,Debunking,39,COVID-19 started in a lab and was deliberately unleashed.
R_5h61oWLqLvGbCiA,S3,Truth-Constrained,Bunking,10,9/11 was orchestrated by the U.S. government to instill fear and gain control.
R_1WOPapyhF6Jv1MT,S3,Truth-Constrained,Bunking,24,President Kennedy was killed by more than one assassin.
R_3WZjBM5hUtGp8iJ,S3,Truth-Constrained,Debunking,12,The COVID virus was created in a Chinese lab.
R_5fDN5ZapYpUYtFf,S3,Truth-Constrained,Bunking,17,The U.S. government orchestrated the events of 11 September as a false flag operation to justify its opposition to Afghanistan.
R_6q1yfr9K1ALKap4,S3,Truth-Constrained,Debunking,20,"JFK was shot by someone other than Lee Harvey Oswald, involving another shooter."
R_1CvbbQ8m4LXKZDD,S3,Truth-Constrained,Debunking,-29,Fue un plan de conspiración para ganar de acuerdo a lo conveniente.
R_546pLbIwoAr00Ot,S3,Truth-Constrained,Bunking,0,"We are closer to a cure for cancer than the general public is aware of, with significant strides having been made in cancer treatment technology."
R_6pJNvRGSViwbfrz,S3,Truth-Constrained,Debunking,-48,Lee Harvey Oswald did not act alone in the Kennedy assassination.
R_7StWAYezWFDwFj3,S3,Truth-Constrained,Debunking,15,The government was involved in JFK's assassination as indicated by the entrance wound coming from the front of his head.
R_1IXCPR9M56dXR8J,S3,Truth-Constrained,Debunking,42,Unqualified individuals managed to vote in the election process despite numerous checks and balances to ensure its accuracy.
R_3k04ahM4e4pEAdg,S3,Truth-Constrained,Bunking,-45,The government initiated COVID-19 to decrease the population.
R_708YpZDx2J0jmbY,S3,Truth-Constrained,Debunking,-1,The voting system is rigged.
R_1h0FSCfTE8heC0k,S3,Truth-Constrained,Debunking,20,Governments have concealed contact with more advanced alien races for their own gains.
R_5k9YBc0REBPsk8x,S3,Truth-Constrained,Bunking,58,Powerful groups secretly orchestrated the events of 9/11 to justify wars and expand government surveillance.
R_7jy6C81X5SFvdBz,S3,Truth-Constrained,Debunking,3,"Area 51 is a real place, producing technology that is too advanced and structured."
R_3rV7CvYn0h4P7iH,S3,Truth-Constrained,Debunking,38,Vice President Johnson orchestrated the assassination of JFK to become president.
R_6mr5MutXeTTogny,S3,Truth-Constrained,Bunking,17,"The government is hiding evidence of extraterrestrials, their contact, vehicles, and has recovered alien technology, including ancient megaliths and restricted areas at the South Pole linked to these beings."
R_1jqvi7ajS7hV0vs,S3,Truth-Constrained,Debunking,0,9/11 was orchestrated as an inside job by the government.
R_5CyB2UowLCsS7x5,S3,Truth-Constrained,Bunking,14,"The federal government was involved in the assassination of Martin Luther King, Jr., either by directly carrying it out or by allowing it to happen despite prior knowledge."
R_71shtOlMlXbFLXr,S3,Truth-Constrained,Bunking,0,The 2025 election was tampered with to help Trump win.
R_1rJ3aYROKYquH5p,S3,Truth-Constrained,Debunking,20,The government is hiding evidence of other planets that may have alien beings.
R_1lxIEh9dYl0iOad,S3,Truth-Constrained,Bunking,35,"The first few moon landings were faked and recorded in a studio, with the possibility that a zero gravity space was used."
R_7HZzqS3D35yMVHB,S3,Truth-Constrained,Debunking,6,Childhood vaccines cause autism.
R_3CKFpSeb2VRNIO6,S3,Truth-Constrained,Bunking,11,The US government had prior knowledge of the 9/11 attacks and allowed them to happen to justify military action and enhance President Bush's public image.
R_7txxaDuy3oLsfyW,S3,Truth-Constrained,Bunking,-20,The government has secretly installed cameras to spy on individuals' everyday routines.
R_6dSBUzxjAWlMuDs,S3,Truth-Constrained,Bunking,22,JFK was killed by the US government.
R_3ds7ctWFy4J9w82,S3,Truth-Constrained,Debunking,56,Large companies are deliberately delaying real breakthroughs in cancer treatment to maintain drug profits.
R_3AGVjA4Jzi0lWhb,S3,Truth-Constrained,Debunking,-41,"The moon landing footage was faked to make the Soviet Union stop their attempts to land on the moon and to make them look bad, as they were winning the space race."
R_7nooP115te6YHsi,S3,Truth-Constrained,Debunking,-50,"There is a group called ""GO SOCIAL"" responsible for the assassinations of JFK and Lee Harvey Oswald, two assassination attempts on Trump, constant Trump impeachments, and the Russia investigation narrative."
R_5mhNsukRljyxFuN,S3,Truth-Constrained,Debunking,-26,The government was involved in the assassination of John F. Kennedy.
R_5W0ueBE7TuQYxWx,S3,Truth-Constrained,Bunking,1,Courtney Love had Kurt Cobain killed.
R_1aDk7bNdD5gAdNh,S3,Truth-Constrained,Bunking,-9,The Federal Reserve is controlled by a few financial oligarchs who exploit the people and control the global economy by manipulating monetary policy.
R_5QuIAnma4gvM1Sa,S3,Truth-Constrained,Bunking,22,"The government monitors its citizens and alters media content, potentially curating propaganda on social media platforms."
R_6fN1zopQ9Wx4qCM,S3,Truth-Constrained,Bunking,-64,The government creates artificial rainfall containing harmful substances to affect human health and reduce the human population.
R_58GHumizcxRUYiR,S3,Truth-Constrained,Bunking,-1,The government is hiding evidence of extraterrestrial contact from the public.
R_7ztFM82DyHnFA9b,S3,Truth-Constrained,Bunking,32,"The government, with the help of the airline industry, is modifying the climate using chemtrails."
R_7dg4ogo5SbVmQ13,S3,Truth-Constrained,Bunking,-1,"The internet ""died"" around 2016 or 2017, and most, if not all, ""users"" have been replaced by AI."
R_6eqRcbZw4WesYP4,S3,Truth-Constrained,Debunking,-50,The Chinese government deliberately sent the COVID-19 virus to the United States.
R_6JCQxI31axvboo3,S3,Truth-Constrained,Debunking,-1,The government has captured aliens and established contact with them.
R_1CTlHTtqjH9u9u1,S3,Truth-Constrained,Bunking,11,UFOs exist and the government is hiding evidence of them to avoid causing public panic.
R_30obdNQjUDLJKto,S3,Truth-Constrained,Debunking,53,UFOS are real.
R_3rpihZnYIxItgNv,S3,Truth-Constrained,Bunking,-24,The events of 9/11 were orchestrated by the American government as a pretext to attack the Middle East.
R_1lSaAA2r1Vbq5F0,S3,Truth-Constrained,Bunking,-17,NASA faked the moon landing during the 1969 moon mission using movie effects and props to outsmart the Soviet Union in the Cold War.
R_1yqR1k4DEK0yquu,S3,Truth-Constrained,Debunking,10,Lee Harvey Oswald did not act alone in the assassination of John F. Kennedy; there were two shooters involved.
R_5RPyT95BRsuh7JW,S3,Truth-Constrained,Debunking,34,The JFK assassination was orchestrated by the FBI and other top government officials.
R_7fkjsl9RpcAbsNc,S3,Truth-Constrained,Bunking,-5,"William Shakespeare, the author, never existed; instead, the plays were written by an educated individual while Shakespeare was merely an actor."
R_3wmcGZVU5uAwRmd,S3,Truth-Constrained,Bunking,-10,There is a conspiracy hidden in the assassination of President Kennedy.
R_3wnmaOCeNk4OKe5,S3,Truth-Constrained,Debunking,19,"A sasquatch has been seen in Washington State, and powerful organizations are hiding its existence."
R_3eajdJmEzXsF1QL,S3,Truth-Constrained,Debunking,30,"Large and powerful corporations, which control money, manipulate events and can control politicians through donations."
R_5RfqL6AqwuzPK01,S3,Truth-Constrained,Bunking,4,The novel coronavirus was developed by the Fort Detrick Laboratory in the United States or other institutions for the purpose of population control or political conspiracy.
R_3GCFZDSIulz6bJ3,S3,Truth-Constrained,Bunking,13,"There is extraterrestrial life, and the government knows more about it than the public."
R_5eypzY1rlvsAJ8R,S3,Truth-Constrained,Bunking,1,Covid-19 is a bioweapon that originated in a lab in China.
R_59husIS8wnSPgBX,S3,Truth-Constrained,Bunking,5,The US Government spread propaganda claiming that the Covid vaccine was dangerous to limit the money being made by China.
R_6S6UyoXDrJymY9H,S3,Truth-Constrained,Bunking,1,Some government officials deliberately create and disseminate information about extraterrestrials to promote it as a conspiracy.
R_1Ed1eZCyci64cFO,S3,Truth-Constrained,Bunking,50,"Operation Paperclip was a World War Two program that brought German scientists, including former Nazis, to the United States to contribute to scientific and technological advancements."
R_5PzgCyls9DP89BD,S3,Truth-Constrained,Debunking,32,Elections are fixed or rigged.
R_7erzn1XdMGgcdHj,S3,Truth-Constrained,Debunking,0,Social media algorithms are intentionally designed to manipulate public perception of the world and the political landscape.
R_7jeowzCorbtuJYT,S3,Truth-Constrained,Bunking,15,"9/11 was orchestrated using controlled explosions, rather than being caused by the impact of jets crashing into the towers."
R_30MJpqSJkjBqdVO,S3,Truth-Constrained,Debunking,-10,A secret elite group is working to create a one world government by controlling global events.
R_1ndBbfx14dDsdXV,S3,Truth-Constrained,Debunking,69,There is another continent beyond the ice walls at the North and South Poles.
R_5scATCpAkNWZmzw,S3,Truth-Constrained,Debunking,-20,"Donald Trump was not actually hit in the ear with a bullet, and the incident was faked."
R_68B6NIXkllbZcpm,S3,Truth-Constrained,Bunking,39,"The U.S. government knows who killed President Kennedy and why, with more than one shooter involved."
R_6DwtLqRJwP57DRP,S3,Truth-Constrained,Bunking,21,The government is hiding evidence regarding President Kennedy's assassination and blamed the wrong person.
R_6pFeGEHtehtcSHO,S3,Truth-Constrained,Debunking,48,"9/11 was carried out by the government, as evidenced by the unexplained melting of steel beams."
R_3I5VZZ3C73lE0xz,S3,Truth-Constrained,Bunking,-59,The US moon landing in 1969 was not real.
R_5L7Htxs8UFHHKQr,S3,Truth-Constrained,Debunking,-5,Big-tech companies are secretly collaborating to manipulate search results and control the flow of information.
R_7YnXGbBCGvqe5b3,S3,Truth-Constrained,Bunking,-1,The government is hiding evidence that it has photographed or been in contact with extraterrestrials.
R_1t3GQrnxEsq3KdH,S3,Truth-Constrained,Debunking,8,"President Kennedy was killed by a sniper in front of the motorcade, not by Oswald."
R_510erddhmy6sThL,S3,Truth-Constrained,Bunking,4,"The US government shelters aliens and cooperates with them, with Area 51 storing extraterrestrial debris and entities in an underground laboratory."
R_74jTA97z92bJoVV,S3,Truth-Constrained,Debunking,11,"Governments globally have contact with aliens, and the pyramids serve as a power source."
R_69j1mwCOLHzZG9j,S3,Truth-Constrained,Bunking,10,"The American government spies on its citizens and operates blacksites to torture people, with technology companies providing collected information to the government."
R_5oz3qCGFi7vOi7n,S3,Truth-Constrained,Debunking,8,"Microchips that control human behavior have been added to vaccines, and some forces are attempting to control the public through this."
R_7SLuUTYTQj7yKXf,S3,Truth-Constrained,Debunking,31,There was a second shooter from the grassy knoll in the Kennedy assassination.
R_5UToIGvxQzU2tLH,S3,Truth-Constrained,Debunking,60,The US government knew about the 9/11 attacks in advance and intentionally condoned them by not preventing the terrorist attack.
R_7RtIxncMbnN4GgV,S3,Truth-Constrained,Bunking,30,"The government has recovered alien technology, which has been used to develop artificial intelligence."
R_5cbVVZlcjSYnuey,S3,Truth-Constrained,Bunking,-19,"The government has a cure for COVID-19 and cures for cancer, but they are withheld because Big Pharma doesn't want diseases to be cured as it would hurt their profits."
R_3tv5rY1REJbzNOV,S3,Truth-Constrained,Bunking,15,Trump has colluded with Russia in U.S. elections and is involved in accepting gifts and communicating with Putin.
R_3FLO134O8X9RBDB,S3,Truth-Constrained,Bunking,-1,The government has been in long-term contact with aliens and has blocked information about this contact.
R_1knqatG66iodPM8,S3,Truth-Constrained,Debunking,21,The government is hiding evidence of extraterrestrial contact and has recovered alien technology.
R_5FWoezWclRm7Lth,S3,Truth-Constrained,Bunking,-14,"Aliens exist and there are human-like aliens living among us, with some celebrities displaying shape-shifting abilities or unusual eyes as evidence."
R_3RoThE8UKPCOyBz,S3,Truth-Constrained,Bunking,56,"The government monitors and records all phone conversations, listening in closely when certain words or phrases are said."
R_14NawdSXnKe7hFM,S3,Truth-Constrained,Debunking,35,The Federal Reserve is controlled by the elite billionaires who make up the 1% of wealth holders.
R_37vrFd77Qgu21Uy,S3,Truth-Constrained,Bunking,13,The government is hiding the extent of radiation poisoning resulting from the nuclear weapons tests in the Nevada desert.
R_1zW48NWZxdAoo6t,S3,Truth-Constrained,Bunking,8,The education system is declining to make people more dependent and less aware of government actions.
R_7P5ruvnUvk9jLs0,S3,Truth-Constrained,Bunking,0,"Most of the internet is operated by artificial intelligence and chatbots, which create the majority of online activities and content to generate advertising revenue."
R_6IRRZ5A3IYywHye,S3,Truth-Constrained,Debunking,51,"The moon landing was easily faked, and there has always been doubt about its authenticity."
R_1w1RU1p3JifDqox,S3,Truth-Constrained,Bunking,0,"A small, influential group of people sets public policy to fulfill their own agendas."
R_6Jz2QFZEuzFHRhn,S3,Truth-Constrained,Bunking,18,There were aliens in one of Miami's parking lots.
R_6G3UCiQ05CxNmJ2,S3,Truth-Constrained,Debunking,42,The Moon landing footage was filmed in a studio to make it appear as though the US had won the space race.
R_1HcsWQOjRSGxIu5,S3,Truth-Constrained,Bunking,3,"The government is concealing evidence of encounters with aliens, as indicated by pilots and airlines reporting sightings of unidentified objects in the sky."
R_62fkfpiD28zKuGT,S3,Truth-Constrained,Bunking,19,There are AI and possibly other unknown species living among us that we are not being told about.
R_7bOu1ELtj6oeod0,S3,Truth-Constrained,Bunking,26,Kurt Cobain did not kill himself; Courtney Love had him killed.
R_68ehCTKqlI6tLQ5,S3,Truth-Constrained,Debunking,-40,The government was involved in JFK's assassination and orchestrated a cover-up.
R_5BnWBBaoLYsretH,S3,Truth-Constrained,Bunking,15,Jeffrey Epstein did not kill himself.
R_5nxcHQq5zIa4HEn,S3,Truth-Constrained,Debunking,5,An elite group of individuals possess significantly more power in the world than the public perceives.
R_3lShV8lMD4fJQFb,S3,Truth-Constrained,Bunking,41,"Certain major world events, such as 9/11, were secretly orchestrated or permitted by government insiders to justify wars or increase surveillance."
R_3AoWkRKIgfbsP7z,S3,Truth-Constrained,Debunking,-12,Major events or situations are the result of secret plots by powerful people.
R_5rUDjQiYPeDJzQs,S3,Truth-Constrained,Bunking,13,The U.S. government was involved in planning or allowing the 9/11 attacks to justify wars in the Middle East and increase domestic surveillance.
R_1KxOiigiJvsA3aX,S3,Truth-Constrained,Bunking,33,A small group of families known as the Illuminati controls the world.
R_11yzo4JcoygGNEX,S3,Truth-Constrained,Bunking,-46,Weather is influenced by the natural transformation of the Earth rather than global warming.
R_6ni15JZGMnoGjlH,S3,Truth-Constrained,Bunking,-14,"All diseases on Earth are curable, but we are made to believe they aren't to allow people to profit from others' suffering."
R_3QnY9GZ1gaFLOfr,S3,Truth-Constrained,Bunking,0,Covid-19 was leaked from a lab in China.
R_7LMBCulhvJ8uqcH,S3,Truth-Constrained,Bunking,11,"A secretive, powerful group of global elites is working behind the scenes to create a one-world government, known as the New World Order."
R_7YZhnUqkYs9AK7T,S3,Truth-Constrained,Bunking,-7,"The earth is flat, not spherical, as water bodies do not fall off and aircraft with mechanical problems fall down instead of away."
R_6od2BlI1hPP2mQx,S3,Truth-Constrained,Bunking,-4,5G technology harms health.
R_6bKaZhavZyKWlUt,S3,Truth-Constrained,Debunking,15,The COVID-19 virus was accidentally leaked from a laboratory where it was created.
R_749FRfj8C2HGM4V,S3,Truth-Constrained,Bunking,38,A powerful group is secretly orchestrating a hidden agenda.
R_1nI9x6avRnCsUb3,S3,Truth-Constrained,Bunking,27,Russia identified Donald Trump back in the 1980s as someone they could shape to use for their purposes in the future and groomed him without his knowledge.
R_3EuGXjHhE6Qs4TF,S3,Truth-Constrained,Debunking,-41,"In 2020, we transitioned to a parallel universe."
R_5OzYs9s505zIdQl,S3,Truth-Constrained,Debunking,4,"The United States operates secret detention centers for illegal immigrant minors near the U.S.-Mexico border, evading conventional judicial procedures under the guise of border control."
R_6VdmALQlHzkt2Sd,S3,Truth-Constrained,Debunking,-29,The Moon landing was faked and the event was filmed from a specific location on Earth.
R_3GMLIgLp4rKmlgd,S3,Truth-Constrained,Bunking,-16,The government is hiding evidence of alien sightings.
R_3s7xlNp4LpO8XkS,S3,Truth-Constrained,Bunking,19,President Kennedy was assassinated in 1963 by someone other than the confirmed shooter.
R_1mq1qi5faPmsH8g,S3,Truth-Constrained,Bunking,1,Powerful organizations are controlling the world's finances behind the scenes.
R_6rql2O5ULywAcy0,S3,Truth-Constrained,Bunking,12,The United States government had prior knowledge of the events leading up to 9/11.
R_3Znft7Ywc9QZKQ9,S3,Truth-Constrained,Bunking,-5,The Bilderberg meeting orchestrates world events and is connected to the World Economic Forum and BlackRock through the powerful individuals who attend these meetings.
R_15XWINLaJ8K2Mrn,S3,Truth-Constrained,Debunking,0,"The Denver International Airport is secretly the headquarters for a powerful underground organization, such as the Illuminati or a shadow government."
R_1Zr5cGUFjZNUB8t,S3,Truth-Constrained,Bunking,0,The majority of rich and famous people are involved in a group called the Illuminati.
R_3JIZ6AaB8FPup5e,S3,Truth-Constrained,Debunking,48,Famous people in the world are backed by a secret society called the Illuminati.
R_57l11z5KT0MRsrS,S3,Truth-Constrained,Debunking,0,Russian cosmonauts encountered giant angelic-looking aliens aboard the Mir space station.
R_3TQNHTcx8oIKca5,S3,Truth-Constrained,Bunking,28,"A cabal of bankers controls world economies, making presidents, prime ministers, and dictators mere puppets."
R_7MJNiU6VVBPjAoM,S3,Truth-Constrained,Debunking,-35,Events are secretly controlled by powerful groups.
R_3aPH7tni45MGPc0,S3,Truth-Constrained,Bunking,-20,"The moon landings were faked by the U.S. government to win the Space Race, with staged footage and hidden evidence."
R_5c6uMnfkJ5OScGB,S3,Truth-Constrained,Bunking,11,"We are being coerced by the government, in the name of culture, to accept whatever they want to do, whether it's good or bad."
R_1Poz4uJbr3ZaDwF,S3,Truth-Constrained,Debunking,39,A secret organization controls the world by manipulating government and economics behind the scenes.
R_1bcXcKA3IBlfXc5,S3,Truth-Constrained,Debunking,1,Some modern technological breakthroughs have originated from hidden extraterrestrial knowledge.
R_5fH0fVUbwxgfHcT,S3,Truth-Constrained,Bunking,19,"Some governments create terrorists and then pass them on to others, leading to international wars."
R_7tDmb0NpcsAg4vU,S3,Truth-Constrained,Debunking,41,"The government is creating clones of famous people on the internet, with Kanye as an example."
R_1eh9kA4ctTu3Svf,S3,Truth-Constrained,Debunking,15,"A secret group of elites controls world governments and major events to maintain power and wealth, manipulating economies, media, and societies behind the scenes."
R_1PXZSoT6zMUvEtw,S3,Truth-Constrained,Debunking,4,"Marijuana is not harmful, but some people may have adverse reactions to it or experience negative effects."
R_3symfhamrxCN2p3,S3,Truth-Constrained,Debunking,57,"The Kennedy assassination was orchestrated by the mob, who subsequently eliminated Jack Ruby."
R_6i9hlmHpIZp9byb,S3,Truth-Constrained,Debunking,16,The recent pandemic was deliberately spread by some pharmaceutical companies to ensure widespread acceptance of their vaccine.
R_5J3jwrMZMfruhjz,S3,Truth-Constrained,Debunking,61,The government is secretly controlling the weather using advanced technology proposed after 2024.
R_6UhFpKez1GCCxLS,S3,Truth-Constrained,Debunking,32,The US government orchestrated the 9/11 attacks to justify war in the Middle East and increase national security measures.
R_3qb75P8wPy56L5G,S3,Truth-Constrained,Bunking,9,The U.S. government has been involved in multiple deaths or assassinations throughout history.
R_6djHxe1SCUpVjZT,S3,Truth-Constrained,Bunking,40,"Birds are actually surveillance drones created by the government to spy on people, having replaced real birds decades ago with drones that mimic their behavior and recharge on power lines."
R_1nT9OyJbQWOeQMO,S3,Truth-Constrained,Bunking,-10,Major tech companies secretly share user data with governments for surveillance purposes without public knowledge.
R_5kAp0vYGw0SLxS2,S3,Truth-Constrained,Bunking,1,"The government is hiding proof of alien contact, as evidenced by numerous recent sightings of alien-like spacecraft and instances of unexplained materials falling from space."
R_5v4qnLxAnqy8kEN,S3,Truth-Constrained,Debunking,10,HAARP is used to control the weather.
R_5rNGjBDNulf2bgt,S3,Truth-Constrained,Bunking,23,"The Pentagon was hit by a missile on 9/11 rather than a plane, as evidenced by the absence of wing marks or debris outside the building."
R_3vZmjGzzFAUUelj,S3,Truth-Constrained,Debunking,-12,"Major technology companies are secretly collaborating to manipulate online information and social media, influencing public opinion and political choices to achieve their own interests."
R_3Tq30iM4gEIqVQu,S3,Truth-Constrained,Debunking,17,The government has known about extraterrestrial contact and has made efforts to keep this information from the public.
R_30bKi2w8HIHMJe2,S3,Truth-Constrained,Bunking,50,COVID-19 was created or released by a lab as part of a secret plan.
R_5ZDszO53i5mvUVr,S3,Truth-Constrained,Bunking,1,Kurt Cobain did not kill himself.
R_5YgKB3abXl3z6at,S3,Truth-Constrained,Bunking,-32,Free energy technologies have been suppressed by powerful interests to protect the global energy industry.
R_53nVMEH6H9hfnJn,S3,Truth-Constrained,Bunking,15,The government is hiding cures to cancer.
R_5ja1F3ILdkBLTHI,S3,Truth-Constrained,Debunking,19,JFK's assassination was orchestrated by the CIA because he wasn't fully committed to taking down Castro and planned to cut their funding by 20%.
R_1txKmn5fwBo0lN9,S3,Truth-Constrained,Bunking,6,Aliens use women to bear their children to prevent their race from being exterminated.
R_1njBvTDHMtqPp0S,S3,Truth-Constrained,Bunking,30,A group of wealthy and powerful individuals meet annually to discuss global issues and make decisions that impact either helping or hindering different sides.
R_1dfrP4B5a3qjAhX,S3,Truth-Constrained,Bunking,21,"Fluoride in water negatively affects the brain and thyroid, and its dental benefits are questionable compared to other dental care alternatives."
R_6cvKQ1AohJJ3O3A,S3,Truth-Constrained,Bunking,28,The government possesses information about the existence of other undiscovered species.
R_7nTTyDsuY67ZS4Y,S3,Truth-Constrained,Bunking,20,Pharmaceutical companies suppress cures for diseases like cancer to maintain profit.
R_54tQ5U0yPtQ9kv3,S3,Truth-Constrained,Debunking,29,The government and powerful groups are deliberately keeping us from the fact that the Earth is flat.
R_1GP8eDSGs7UfgjJ,S3,Truth-Constrained,Bunking,8,The government conceals evidence of contact with aliens.
R_7rxhszkDogWCEPR,S3,Truth-Constrained,Bunking,-29,"The coronavirus was man-made and released on purpose by the government to create fear and misinformation in health authorities, with the numbers greatly exaggerated for control."
R_3He3SjwIAXZNgEd,S3,Truth-Constrained,Debunking,5,The September 11 terrorist attacks were a staged event by the United States government.
R_7HepyLmzMBtMLlB,S3,Truth-Constrained,Bunking,0,Pharmaceutical companies suppress natural or cheaper cures for major diseases like cancer to protect their profits from expensive treatments.
R_5CduETt8oCFgbBg,S3,Truth-Constrained,Bunking,-9,"A secret group of elites meets regularly to coordinate global political and economic decisions, influencing world events beyond public oversight."
R_6Lol1due8mcApgR,S3,Truth-Constrained,Bunking,19,A secret group called the Illuminati controls world events to maintain power.
R_6VrqXUc0elfo5fU,S3,Truth-Constrained,Debunking,5,The COVID-19 virus was intentionally created and released by a government or organization as a form of biological warfare to gain political or economic advantage.
R_7CK2RYgdQ7eMygP,S3,Truth-Constrained,Debunking,19,Multiple shooters killed President JFK.
R_77eqnFVgOxToba3,S3,Truth-Constrained,Bunking,4,The government is concealing the true origin of COVID-19.
R_7ME9OS0ORJWzwIW,S3,Truth-Constrained,Debunking,29,A hidden organization is controlling the world by giving rich people more power and money to maintain influence while remaining in the shadows.
R_7AMrmAkU2Hm4ltq,S3,Truth-Constrained,Debunking,3,The NBA is rigged to some extent.
R_732E1cNwlFpP0J8,S3,Truth-Constrained,Bunking,-35,Lee Harvey Oswald did not act alone in the assassination of John F. Kennedy.
R_3h5RKq8StYSVaNP,S3,Truth-Constrained,Bunking,20,"The United States did not actually land on the moon, and the government created everything to make it appear that it did."
R_7pbSjdad9LawrBs,S3,Truth-Constrained,Debunking,39,Africans are still under neo colonization from former colonizers who exploit them for natural resources and transfer the wealth of their nations abroad.
R_5YohCEcEp2pP4Jw,S3,Truth-Constrained,Bunking,20,Wars between countries are orchestrated to facilitate the transportation of money and weapons.
R_3O0INVA4kH5TmFt,S3,Truth-Constrained,Debunking,29,The government created AI to deceive people into believing in things like mermaids through videos.
R_6hcqA3fR2F4Y5sj,S3,Truth-Constrained,Bunking,-48,COVID-19 was pre-planned to control the entire population.
R_5MA2LaBqfwEA1iz,S3,Truth-Constrained,Debunking,41,NASA did not send humans to the moon.
R_1YRFXgLDReHWkq6,S3,Truth-Constrained,Debunking,22,"Outsiders hacked the system, making the voting system rigged."
R_1wFVtPLshGP33pm,S3,Truth-Constrained,Debunking,28,"The government possesses alien technology, which they conceal to prevent other countries or the public from obtaining it."
R_1TMosC1ufcZFTYA,S3,Truth-Constrained,Bunking,14,"In 2024, the Democratic Party used technology to create storms to undermine voting in critical states such as Florida and Georgia."
